Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Pearl Lake,Waushara,195400,NE,70,,703014,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/02/1976,,,,,19,,51,,,,,,
1,05/13/1976,19.7,,6,,,34,,,,,,,
1,08/12/1976,,,,,,,,,,,,,
1,11/16/1976,,,,,60,,60,,,,,,
08/20/2014,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/02/2015,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/16/2015,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/16/2015,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/21/2015,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/25/2015,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/26/2015,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/26/2015,Charles Johanns- Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/21/2016,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/26/2016,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/25/2016,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/26/2016,Data Collectors,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/02/2016,Data Collectors,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/02/2016,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/25/2017,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/26/2017,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/29/2017,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/26/2017,Roger Volden,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
