Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Bills Lake,Vilas,1835500,NO,64,,643478,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8189706,07/24/1997,16.42,NO,5,,,37,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
07/28/2014,15,FEET,71.7,DEGREES F,,
07/28/2014,18,FEET,68.7,DEGREES F,,
08/13/2014,3,FEET,73.7,DEGREES F,,
08/13/2014,6,FEET,73.7,DEGREES F,,
08/13/2014,9,FEET,73.5,DEGREES F,,
08/13/2014,12,FEET,73.4,DEGREES F,,
08/13/2014,15,FEET,73.2,DEGREES F,,
08/13/2014,18,FEET,71.9,DEGREES F,,
08/28/2014,3,FEET,72.1,DEGREES F,,
08/28/2014,6,FEET,71.9,DEGREES F,,
08/28/2014,9,FEET,71.9,DEGREES F,,
08/28/2014,12,FEET,71.4,DEGREES F,,
08/28/2014,15,FEET,71,DEGREES F,,
08/28/2014,18,FEET,70.5,DEGREES F,,
09/13/2014,3,FEET,60.9,DEGREES F,,
09/13/2014,6,FEET,60.8,DEGREES F,,
09/13/2014,9,FEET,60.6,DEGREES F,,
09/13/2014,12,FEET,60.6,DEGREES F,,
09/13/2014,15,FEET,60.4,DEGREES F,,
09/13/2014,18,FEET,60.2,DEGREES F,,
10/07/2014,3,FEET,53.6,DEGREES F,,
10/07/2014,6,FEET,53.6,DEGREES F,,
10/07/2014,9,FEET,53.6,DEGREES F,,
10/07/2014,12,FEET,53.4,DEGREES F,,
10/07/2014,15,FEET,53.4,DEGREES F,,
10/07/2014,18,FEET,53.4,DEGREES F,,
05/27/2015,3,FEET,65.1,DEGREES F,,
05/27/2015,6,FEET,64.7,DEGREES F,,
05/27/2015,9,FEET,63.3,DEGREES F,,
05/27/2015,12,FEET,62,DEGREES F,,
05/27/2015,15,FEET,59.7,DEGREES F,,
05/27/2015,18,FEET,58.6,DEGREES F,,
06/12/2015,3,FEET,71,DEGREES F,,
06/12/2015,6,FEET,69.8,DEGREES F,,
06/12/2015,9,FEET,69,DEGREES F,,
06/12/2015,12,FEET,68.3,DEGREES F,,
06/12/2015,15,FEET,67.2,DEGREES F,,
06/12/2015,18,FEET,63.6,DEGREES F,,
06/28/2015,3,FEET,71.6,DEGREES F,,
06/28/2015,6,FEET,71.2,DEGREES F,,
06/28/2015,9,FEET,69.9,DEGREES F,,
06/28/2015,12,FEET,69.6,DEGREES F,,
06/28/2015,15,FEET,69,DEGREES F,,
06/28/2015,18,FEET,64.2,DEGREES F,,
07/15/2015,3,FEET,75,DEGREES F,,
07/15/2015,6,FEET,74.6,DEGREES F,,
07/15/2015,9,FEET,74.4,DEGREES F,,
07/15/2015,12,FEET,74.1,DEGREES F,,
07/15/2015,15,FEET,72.3,DEGREES F,,
07/15/2015,18,FEET,68.3,DEGREES F,,
07/30/2015,3,FEET,76.4,DEGREES F,,
07/30/2015,6,FEET,76.4,DEGREES F,,
07/30/2015,9,FEET,76.4,DEGREES F,,
07/30/2015,12,FEET,76.4,DEGREES F,,
07/30/2015,15,FEET,76.1,DEGREES F,,
07/30/2015,18,FEET,70.3,DEGREES F,,
08/15/2015,3,FEET,78.2,DEGREES F,,
08/15/2015,6,FEET,77,DEGREES F,,
08/15/2015,9,FEET,75.5,DEGREES F,,
08/15/2015,12,FEET,74.4,DEGREES F,,
08/15/2015,15,FEET,73.4,DEGREES F,,
08/15/2015,18,FEET,70.5,DEGREES F,,
08/31/2015,3,FEET,69.2,DEGREES F,,
08/31/2015,6,FEET,68,DEGREES F,,
08/31/2015,9,FEET,67.6,DEGREES F,,
08/31/2015,12,FEET,66.7,DEGREES F,,
08/31/2015,15,FEET,66.2,DEGREES F,,
08/31/2015,18,FEET,66,DEGREES F,,
09/23/2015,3,FEET,68.3,DEGREES F,,
09/23/2015,6,FEET,68,DEGREES F,,
09/23/2015,9,FEET,68,DEGREES F,,
09/23/2015,12,FEET,67.2,DEGREES F,,
09/23/2015,15,FEET,66.9,DEGREES F,,
09/23/2015,18,FEET,66.7,DEGREES F,,
10/11/2015,3,FEET,59.3,DEGREES F,,
10/11/2015,6,FEET,59,DEGREES F,,
10/11/2015,9,FEET,57.9,DEGREES F,,
10/11/2015,12,FEET,57.2,DEGREES F,,
10/11/2015,15,FEET,57,DEGREES F,,
10/11/2015,18,FEET,56.8,DEGREES F,,
05/21/2016,3,FEET,61.8,DEGREES F,,
05/21/2016,6,FEET,59.5,DEGREES F,,
05/21/2016,9,FEET,58.2,DEGREES F,,
05/21/2016,12,FEET,57.3,DEGREES F,,
05/21/2016,15,FEET,56.3,DEGREES F,,
05/21/2016,18,FEET,55.5,DEGREES F,,
06/14/2016,3,FEET,70.5,DEGREES F,,
06/14/2016,6,FEET,70.3,DEGREES F,,
06/14/2016,9,FEET,69.8,DEGREES F,,
06/14/2016,12,FEET,67.4,DEGREES F,,
06/14/2016,15,FEET,63.6,DEGREES F,,
06/14/2016,18,FEET,60,DEGREES F,,
07/01/2016,3,FEET,76.1,DEGREES F,,
07/01/2016,6,FEET,75.9,DEGREES F,,
07/01/2016,9,FEET,75.7,DEGREES F,,
07/01/2016,12,FEET,72.3,DEGREES F,,
07/01/2016,15,FEET,66.3,DEGREES F,,
07/01/2016,18,FEET,61.5,DEGREES F,,
07/16/2016,3,FEET,73.2,DEGREES F,,
07/16/2016,6,FEET,72.6,DEGREES F,,
07/16/2016,9,FEET,72.3,DEGREES F,,
07/16/2016,12,FEET,72.3,DEGREES F,,
07/16/2016,15,FEET,72.1,DEGREES F,,
07/16/2016,18,FEET,70.5,DEGREES F,,
08/01/2016,3,FEET,78.4,DEGREES F,,
08/01/2016,6,FEET,77.7,DEGREES F,,
08/01/2016,9,FEET,77,DEGREES F,,
08/01/2016,12,FEET,75.5,DEGREES F,,
08/01/2016,15,FEET,71.6,DEGREES F,,
08/01/2016,18,FEET,62.6,DEGREES F,,
08/17/2016,3,FEET,76.2,DEGREES F,,
08/17/2016,6,FEET,76.1,DEGREES F,,
08/17/2016,9,FEET,75.9,DEGREES F,,
08/17/2016,12,FEET,75.5,DEGREES F,,
08/17/2016,15,FEET,74.1,DEGREES F,,
08/17/2016,18,FEET,65.4,DEGREES F,,
09/01/2016,3,FEET,71.7,DEGREES F,,
09/01/2016,6,FEET,71.6,DEGREES F,,
09/01/2016,9,FEET,71.6,DEGREES F,,
09/01/2016,12,FEET,71.6,DEGREES F,,
09/01/2016,15,FEET,71.6,DEGREES F,,
09/01/2016,18,FEET,71,DEGREES F,,
09/18/2016,3,FEET,68,DEGREES F,,
09/18/2016,6,FEET,67.8,DEGREES F,,
09/18/2016,9,FEET,67.6,DEGREES F,,
09/18/2016,12,FEET,67.4,DEGREES F,,
09/18/2016,15,FEET,67.4,DEGREES F,,
09/18/2016,18,FEET,67.2,DEGREES F,,
06/02/2017,3,FEET,63.6,DEGREES F,,
06/02/2017,6,FEET,62.9,DEGREES F,,
06/02/2017,9,FEET,60.8,DEGREES F,,
06/02/2017,12,FEET,58.4,DEGREES F,,
06/02/2017,15,FEET,55.4,DEGREES F,,
06/02/2017,18,FEET,52.1,DEGREES F,,
06/17/2017,3,FEET,74.1,DEGREES F,,
06/17/2017,6,FEET,73.7,DEGREES F,,
06/17/2017,9,FEET,73.2,DEGREES F,,
06/17/2017,12,FEET,64.2,DEGREES F,,
06/17/2017,15,FEET,59,DEGREES F,,
06/17/2017,18,FEET,54.8,DEGREES F,,
07/04/2017,3,FEET,73,DEGREES F,,
07/04/2017,6,FEET,71,DEGREES F,,
07/04/2017,9,FEET,69,DEGREES F,,
07/04/2017,12,FEET,66.5,DEGREES F,,
07/04/2017,15,FEET,61.1,DEGREES F,,
07/04/2017,18,FEET,55.2,DEGREES F,,
07/19/2017,3,FEET,74.4,DEGREES F,,
07/19/2017,6,FEET,73.7,DEGREES F,,
07/19/2017,9,FEET,73.2,DEGREES F,,
07/19/2017,12,FEET,68,DEGREES F,,
07/19/2017,15,FEET,63.8,DEGREES F,,
07/19/2017,18,FEET,57.2,DEGREES F,,
08/12/2017,3,FEET,72.8,DEGREES F,,
08/12/2017,6,FEET,71.4,DEGREES F,,
08/12/2017,9,FEET,70.8,DEGREES F,,
08/12/2017,12,FEET,70.1,DEGREES F,,
08/12/2017,15,FEET,69.8,DEGREES F,,
08/12/2017,18,FEET,62.2,DEGREES F,,
08/29/2017,3,FEET,69.2,DEGREES F,,
08/29/2017,6,FEET,68.3,DEGREES F,,
08/29/2017,9,FEET,67.8,DEGREES F,,
08/29/2017,12,FEET,67.4,DEGREES F,,
08/29/2017,15,FEET,65.4,DEGREES F,,
08/29/2017,18,FEET,57.3,DEGREES F,,
09/21/2017,3,FEET,66.9,DEGREES F,,
09/21/2017,6,FEET,66.2,DEGREES F,,
09/21/2017,9,FEET,65.8,DEGREES F,,
09/21/2017,12,FEET,65.4,DEGREES F,,
09/21/2017,15,FEET,63.8,DEGREES F,,
09/21/2017,18,FEET,62.6,DEGREES F,,



Start Date,Fieldwork Comment
07/24/1997,Lake level high.    
07/30/1997,Lake level high.  Loons in Mary's bay with 3 week old chicks.    
08/07/1997,Sunny- almost calm lake surface.  Swimmers on the open water.  1 paddle boat 1 canoe and 4 swimmers off dock.    
08/13/1997,Windy- difficult to see the disc because of waves.    
08/22/1997,Lake temp 71 degrees- 2" rain earlier this week -- sunny.    
08/28/1997,Partly sunny- lake depth 20' -- seaweed came up with anchor.    
09/06/1997,Partly sunny- light NW winds.    
09/12/1997,Clear- sunny- no wind.    
09/20/1997,Sunny- N wind- 1.7" rain last 3 days    
09/27/1997,Partly sunny- southwest wind 5 mph- lake temp 65 degrees    
10/04/1997,Sunny.  Winds became gusty while I tested.  The lake temperature is 63 degrees F.    
10/18/1997,Sunny- windy- air temp 60 degrees- water temp at surf was  53- 52 degrees at   20  feet    
10/26/1997,Overcast- windy- air temp 35- surf water temp 43 degrees- 42 degrees at 20 ft- adult loon landed on lake and stayed all day    
11/01/1997,Sunny- clear skies- air temp 56 degrees- water temp at surf 46   degrees- 44 degrees at 20 ft level    
11/08/1997,Overcast- light snow.  Air 26 degrees.  Water 40 degrees at surface- 38 degrees at 20' level.  Ice in bays.    
11/15/1997,Sunny- 28 degrees air temp- 34 degrees water surf- 33 at 20 ft level- ice appearing on edges- beavers causing trees down along shore (extensively ()    
04/24/1998,The temperature is 66 degrees and it is sunny.    
05/04/1998,64 degrees- sunny.    
05/13/1998,74 degrees- sunny.    
05/22/1998,68 degrees- hazy.    
05/28/1998,72 degrees- cloudy.  Loons begin to incubate 2 eggs.    
06/04/1998,58 degrees- partly sunny. heavy infestation of black flies. loon nesting.    
06/11/1998,65 degrees- cloudy. east wind 10 mph.    
06/20/1998,80 degrees- cloudy- calm. flies have about gone.    
06/26/1998,73 degrees- sunny.    
07/03/1998,78 degrees- cloudy. Loon chicks hatched- second egg infected.    
07/17/1998,85 degrees- clear- calm.    
07/25/1998,69 degrees- partly cloudy- calm. eagles giving loons a bad time.    
07/31/1998,76 degrees- partly cloudy. more paddle boats than canoes or fishing boats.    
08/07/1998,76 degrees- overcast- ripples.  4 otters on lake.    
08/14/1998,81 degrees- 12 mallards flew overhead- pontoon boat fishing.    
08/21/1998,88 degrees- 2 adults loons and the chick by the Wilsons.    
08/27/1998,75 degrees and overcast. brisk S wind.    
09/03/1998,69 degrees- N wind 7-10 mph. loon sat 100 feet east of marker and watched me.    
09/11/1998,85 degrees- SE wind at 10 mph. Adult loon and chick off eagle point.    
09/17/1998,85 degrees. mature eagles overhead- one lands in tree.  Loon chick at Ipsons.    
09/25/1998,74 degrees- WSW wind 15 mph. second loon left 9/20- chick left 9/21.    
10/02/1998,55 degrees- saw no wildlife on lake.    
10/09/1998,55 degrees- SE wind 5-10 mph- clear.    
05/17/1999,Heavy clouds- winds light south- one loon foraging- American toads vocalizing- brown mink on shore- 5 sandpipers flew.    
05/27/1999,Air temp 79 F- could not do secchi readings 5/24 and 25 because N winds 20 mph- winds south 5 mph- bright sunshine- loons 1 incubating- second watched us while flat on lake surface.    
06/03/1999,Crows calling from NE shore- pileated calling from same area- Monday- Tuesday- Wednesday we had cold N winds that dropped temps- winds SE 5 mph- air 72 F- loons have one chick- they are feeding it while chick is on the back of one loon.    
06/11/1999,Air 80 F- pileated woodpeckers feeding at least 2 young in nest hole at forbes- winds s/se less than 5 mph- overcast skies- loons + chick in S body of the lake- chick 11 days old- no other boats on lake.    
06/18/1999,Air 70 F- no other boat on lake- several other docks have people sunning themselves- winds S/SW less than 5 mph- sunny- loon chick 18 days old- it's getting big- big blue heron foraging in pickerel weeds- 37 deg. Sun    
06/25/1999,Air 85 F- big blue heron lifted off from shore- winds W 0-5 mph- loons have chick between them. the chick was captured.  Measurements- weight- and blood taken 10: 00 p.m.- 6/23.    
07/02/1999,Air 75 F- winds SW 3 mph- sunny- 1 1/2" rain overnight 6/30.    
07/10/1999,Winds N 8 mph- sunny- 3 1/2 " rain thurs. 7-8-99- loons-male + chick captured + banded 1: 00 am 7-8-99- loons in N end of lake- mallard w/ new ducklings.    
07/16/1999,Air 80 F- male DNR personnel on our point dock scooping + recording loons- etc. winds W 0-5 mph- mostly cloudy- ducklings are flying- loon chick diving 20 seconds- 2 adult loons + chick near Peterson's    
07/23/1999,Air 84 F- loons w/chick in N end of lake- chick doing foot wiggles + showing bands- winds W 0-5 mph- sunny + very humid- paddle boat + rowboat w/ fishermen at eagle pt. snorklers- swimmers- + sunbathers at docks.    
07/31/1999,Air 80 F- loon swims to us + watches us take this reading- E shore cabins in heavy use- lots of swimmers- winds W 5-8 mph- 4" rain since last reading- 96 F air temp yesterday- severe storm 7-30-99- 8-10 p.m.    
08/06/1999,Air 78 F- Jack Forbes saw 1 eagle w/ 1 eaglet over the lake this week- winds calm- 4/5" rain since last reading- almost all cabins occupied today- 2 loons with chick near islands.    
08/14/1999,Air 71 F- loon chick 10 weeks old- we're seeing eagle + osprey over the lake- winds calm- sunny- 2 1/4" rain 8/12- 20 mph N winds all day 8/13- 2 fishing boats + 2 canoe on the lake- loon family in our bay.    
08/21/1999,Air 75 F- gull flew over us- first of this fall- 2 turtles on log near our dock- winds calm- partly sunny- 1 person water skiing- 1 boat of fishermen- big blue heron lifted off as we rounded eagle pt.    
08/28/1999,Air 77 F- one adult loon surfaced near our boat while we were taking secchi reading- winds NW 7-8 mph- sunny- loon chick practicing "take offs"- no other boat on the lake    
09/06/1999,Air 67 F. winds W 10-12 mph.  2 boats with fishermen on lake + us.  Liebhauser removing power boat for winter. Dick Collins in the lake removing his pier. did not see or hear a loon.    
09/17/1999,Air 66 F. loons and hummingbirds have migrated south. winds light and variable. one other boat on lake - they were fishing.    
09/27/1999,We were the only ones out on the lake today. winds W 6-8 mph.  Partly sunny. trees in full autumn color- beautiful.  Many people here 9/25 + 26 closing up and fishing.    
10/04/1999,Winds NW 10-12 mph. air 60 F. Lake quiet - no one else on lake or shore.    
10/14/1999,Winds calm. saw one immature loon on lake. no one else on lake or shore.    
05/05/2000,W wind 5-8 mph.  We saw many mallards- an adult bald eagle and a pair of loons.  We were the only ones on the lake.  The loons have one egg on the nesting platform.    
05/15/2000,Air 65 degrees F. W wind at 5 mph. 1" rain over 4 days with strong winds since last reading. loon watches as we take readings- mate on platform incubating 2 eggs. eagle took after female mallard yesterday.    
05/26/2000,Air 70 degrees F. loon on nest on platform incubating 2 eggs. should hatch in 10 days. winds calm. 5 cabins on east shore being opened for the summer season- probably more will arrive tonight.    
06/05/2000,70 degrees F. Calm- sunny. Had 1" rain and high winds this past week. Blue herons on loons island. Adult loons have 1 chick - it's on a loons back.    
06/18/2000,Winds less than 5 mph. 70 degrees F.- one adult is off McNultys- did not see second adult and chick. Big blue heron forging in area of the loons nesting area. Mature bald eagle watches us from its perch in a dead pine. 1.5" rain.    
06/25/2000,76 degrees F.- calm and sunny. Hundreds of bluegills floating on the lake. Fish comm. Sending in samples to test. The loons have their chick between them- near Ipsa's.    
07/04/2000,89 degrees. Adult eagle perched on dead pine at eagle point. We've been having 7 eagles foraging over our lake for over a week- 2 adults and 5 immature.  They talk a lot.    
07/20/2000,65 degrees F.- wind 15 mph.- trace of rain last night- cloudy. 4.5" rain since last reading.    
07/29/2000,E winds 10 mph. partly cloudy. 2.0" rain since last reading.    
08/05/2000,74 degrees- overcast. SE winds 10 mph. 0.5" rain since last reading. Our annual potluck Lake Association meeting is today.    
08/13/2000,Sunny- N wind 2 mph.- 80 degrees F.- 0.9" rain since last reading. loon chick learning to take off- it should fly this week.    
08/15/2000,INTEGRATED SAMPLE    
08/21/2000,63 degrees F.- cloudy- SE winds 8-10 mph.- 1 adult loon and the chick near secchi marker. Big storm 8/14- high winds- 2" rain.    
09/06/2000,60 degrees. mallards are flying and flocking. W wind 5 mph gusting to 10 mph. One adult loon wailing off Anderson's shore. Did not see chick.    
09/13/2000,Air 67 degrees F.- wind 8-10 mph- heavy clouds. mallards are flying in groups.    
09/25/2000,64 degrees F. beautiful sunny- fall day after 4 gray drizzly days. W wind 0-5 mph. Adult loon at narrows. Chick surfaced near by while we were taking readings.    
10/11/2000,Air 50-9 degrees F. sunny- calm. we motored around the lake looking for loon chick- we did not see it or any mallards either. trees almost bare.    
04/30/2001,Ice-out 4/17. Strong 15-20 mph winds last 4 days. Cloudy and 58 deg F. 2 loons on lake. Many other water fowl-wood ducks- buffleheads- Canadian geese- mallards- common and red-breasted mergansers.    
05/12/2001,Loons incubating 1 egg. Mallards nesting. Pair of Canada geese still here. 2.5" rain  since last reading. Sunny- winds N 5 mph. Ed Mahoney boated to us and tried his hand at taking a Secchi reading.    
05/28/2001,Sunny- 65 deg F. NW wind 3 mph. The loons abandoned their nest because the black flies were so thick and tormenting. They are acting like they are going to renest.    
06/11/2001,Sunny- 76 deg F. Mallards hatching chicks. We are the only boat out on the lake. Calm winds. Loons incubating. Mate watches as we work 100' away. Mature bald eagle soars overhead.    
06/21/2001,Cloudy- rain.    
06/30/2001,Winds almost calm. Mostly sunny- 77 deg F. Loons have nested 5 times and been predatored 5 times. Loons used 3 different nest sites. 3 new hatchlings of ducks this week. 1.5" rain since last reading.    
07/09/2001,Air is 80 deg F. Partly sunny. 1 rowboat with 2 fisherman on lake with us. Loons in south portion of Bills Lake. Family at Ipsa's enjoying the lake from their pier. Painted turtles sunning on logs. Duck with 3 ducklings hiding in pickerel weeds.    
07/24/2001,77 deg F. Lake has been much quieter with fewer people this summer. Could it be the economy or gas prices  Sunny- winds NW at 7 mph. One loon foraging off Eagle Point. One other boat with 2 fisherman on lake besides us.    
08/08/2001,80 deg F. We've had mostly hot and humid weather for the  past 10 days. No one on lake but us. Light- overcast. S winds less than 5 mph. We've had 3" rain since last reading.    
08/14/2001,Sunny- calm winds. No one else on lake.    
08/24/2001,There were folks at Polly's and Ipsa's  on their docks enjoying the sunny day. Sunny- winds SE at 7 mph. Surface temp 72.5 deg F. One paddle boat with 2 fishermen shared the lake with us.    
09/03/2001,Lake surface 68.9 deg F. Beautiful late summer day. Sunny- bright blue sky. Crisp clean air. Air temp 75 deg. Wind 5-7 mph. 2 boats out fishing. One loon alone in south portion of the lake.    
09/25/2001,No loon sighted. Loon last heard 6:00 am on 9/16. Did not take Secchi reading 9/9 due to heavy clouds and dark sky. 68 deg F- sunny. N Wind at 10 mph. Adult eagle soaring overhead as we took the reading.    
10/09/2001,An immature loon surfaced 200' south of us. It dove and surfaced West of us. It kept circling the boat while we worked. It seemed more curious than afraid. It did not vocalize. 57 deg F. High- thin clouds. Lake surface temp 57.8 deg F    
05/07/2002,Took first secchi reading and lake Chemistry during a 1/2 day break in the weather.  Wood ducks have arrived.  Sunny- wind N at 5-10 mph- loons arrived 4/18- Ice out 4/18- mallards- common and hooded mergansers on lake.    
05/27/2002,Sunny- winds are calm- canoe- fishing motor boat- pontoon- row boat were on the lake when I took the readings.  Loons appear to have abandoned the 2 eggs in the nest on the loons island because of the black flies.    
06/12/2002,Overcast- 61 F. Very few cottages have people here. Perhaps it's the slow- cool spring. No one else on the lake. Boated all around the lake. Finally saw loon preening near rock barrier.    
06/24/2002,Air temperature is 81.5 degrees- partly sunny- humid- winds S less than 3 mph- loons renesting on south platform- 1 merganser hen with 4 black and white ducklings- first merganser nest on Bills Lake since I've been here.    
07/08/2002,Air temperature is 76 degrees- Lake temperature is 77 degrees- one boat with two fishermen near secchi marker- one man on his pier fishing in south end of lake- partly cloudy- wind SW at 5 mph- loons hatched- two chicks and left nest on July 4- this was their 3rd attempt this summer.    
07/10/2002,Secchi fly over.    
07/22/2002,Air 72 F. Mostly sunny- loons and chicks are looking real good. The 2 chicks appeared July 4th. NW winds 5-7 mph. Llona took me out to do the readings- then we observed the loon family for 30 minutes.    
07/26/2002,Secchi fly over.    
08/09/2002,Secchi fly over.    
08/19/2002,DEEP HOLE - 6FT INTEGRATED SAMPLE    
09/12/2002,Secchi flyover.    
10/14/2002,DEEP HOLE - 6FT INTEGRATED SAMPLE    
06/16/2003,DEEP HOLE - 6FT INTEGRATED SAMPLE    
06/27/2003,Partly sunny. Loons hatched a check a week ago. Wind NW 10 mph.    
07/22/2003,Air 65 F- 2" rain since 7/13. NW wind 7-10 mph.    
07/26/2003,Air 85 F- WSW wind at 7 mph- Sunny. Loon wailing to protest my rowboat.    
08/11/2003,NE winds 7-10 mph. Partly sunny. Loon family together off Eagle Point.    
08/25/2003,Sunny- 1" rain since reading on 8/11. Air 83 F. South wind at 5 mph. Loon wailed at my approach to reading area- adult with chick nearby.    
08/30/2003,Air 67 F.  2 adult loons and 1 chick are resting in the north end of Bills Lake.    
09/15/2003,Air 59 F.  Bright sunshine.  Winds W 5 mph.  1 loon surfaced as I boated to marker.  It did not vocalize.    
09/22/2003,Sunny- air 60 F- winds W 10 mph.  Single loon preening in south portion of Bills Lake.    
05/07/2004,overcast    
05/08/2004,DEEP HOLE - 6FT INTEGRATED SAMPLE    
05/28/2004,Sunny- loons - incubating 2 eggs. First hatching of ducks with ducklings.  2 C. geese still on lake.    
06/12/2004,Winds SW 5 mph.  Sunny- air 71.6 F.  Loons hatched - 2 chicks 6/9.  2+ inches of rain since last reading.    
06/21/2004,Deep hole- surface marker missing.  Could not find the deep hole.    
05/21/2005,Lots of bear sightings.  Loons incubating on south nesting platform.  1 pair Canada geese have 5 goslings.  Several mallard hens have from 8 to 3 ducklings.  Otters in our bay.    
06/10/2005,Bright sunshine.  Temp. 75 F.  Winds S 5 mph.  2.5" rain since last reading.  Loons on south platform.  Second nesting attempt.  Geese still escorting goslings.  Beaver teasing _ each evening.    
06/20/2005,DEEP HOLE - INTEGRATED SAMPLE    
07/02/2005,Sunny-breezy- Loon +2 eggs on N. nest- mallards with ducklings.  Geese with 5 goslings    
07/06/2005,calm winds- p. sunny- loon on N. nest-inc. 2 eggs- several other boats on lake- geese with 5 goslings.    
07/08/2005,Sunny day- very warm- light breeze.  Personnel from DNR along to do training.    
07/10/2005,Mallard w/6 ducklings- loon nesting- several boats fishing- p. cloudy- very warm day    
07/18/2005,Sunny day- mild chop on lake- 1 boat- 2 fishermen- loons still have two eggs on nest.

Doric meter not working - called and requested new one    
08/03/2005,hot-humid day. loons abandoned the nest as predators got eggs.  No boat traffic- quiet day.    
08/19/2005,cooler- sunny- humid day. lake traffic is quiet.  Starting to see a blue/green algae problem.  No doric meter yet to measure lake temps.    
08/22/2005,DEEP HOLE - INTEGRATED SAMPLE    
08/22/2005,cool- partly sunny day- mild chop on the lake.  two loons    
08/27/2005,sunny-warm- breezy day.  2 loons on lake- 1 swimmer- 1 fisherman    
09/04/2005,Beautiful weather for Labor Day weekend.  Several pontoons- fishermen enjoying the lake.  Two loons swimming-
a dozen ducks swimming.    
09/20/2005,Nice- sunny day.  2 loons on lake.  Lake traffic is quiet.
Eagle in tree observing.    
10/11/2005,only one loon left on lake.  Nice- sunny day. Even after receiving 6.3" rain last week- the lake is still considered low.    
06/03/2006,Nice sunny day- light breeze- lake fairly calm.  Pair of loons on northern nest. Mama loon on nest.  Blue Heron sitting close by watching.  One hen duck with 10 ducklings following.  Several pontoons cruising today.
06/11/2006,cool-sunny- windy day. No boat or fishermen traffic. 2 loon eggs on N. nest but possibly have been abandoned by mama loon.  Have seen several beaver on lake in last week. 
06/19/2006,sunny day after early morning rain.  Lake traffic quiet
06/27/2006,Partly cloudy day- breezy.  Mama loon has been killed probably by intruding female loon.  Two eggs were removed from the nest after being abandoned.  Two loons currently on the lake.  Mama mallard with 7 ducklings swimming.  One paddle boat on lake this morning. 
07/05/2006,Cool- sunny and windy day.  Three loon on lake - none on either nest. Boat traffic quiet - no one fishing or swimming this morning.
07/13/2006,Hot- sunny morning.  Water calm. noticed a large school of bluegills swimming at the deep hole. 2 loons swimming - not afraid of the pontoon - came within close range.  Family of ducks resting under a pier.
07/21/2006,Nice- partly cloudy day.  Strong breeze.  Pair of loons and family of ducks swimming.  More human swimmers today than we have seen lately.  Fishermen also looking for the big one.
07/29/2006,Sunny- very warm day.  Ducks swimming- eagles flying close by.  People out enjoying the lake.
08/22/2006,Sunny-warm day.  Mild chop on the lake.  2 loons swimming and 2 people kayaking.
08/30/2006,two loons swimming.  Nice day- sun and cooler temps
09/07/2006,warm sunny day- quite windy with a chop on the lake.  Still seeing two loons swimming.
09/15/2006,warm- sunny- windy day.  two loons swimming.  Lake at lowest level ever.  Starting to see some algae
06/08/2007,Very windy day.  Sunny and cool.  Two loon swimming
06/22/2007,Nice- sunny day.  Light breeze.  loon appear to be nesting.  Two geese with two goslings on the shore.
06/30/2007,Nice day.  Several fishermen using the lake.  Family of duck spotted along with 3 geese and 3 gosling.  A doe with 2 fawn were down at the NW shoreline drinking from lake.
07/08/2007,Partly sunny day.  Very warm and humid.  2 loons swimming.  Probably no baby loons again this summer.  6 geese swimming with a family of ducks.  Lots of humans enjoying the lake today.
07/16/2007,Sunny calm day.  6 geese swimming- two loons feeding. Lake traffic very quiet for this time of year
07/24/2007,Partly sunny day- warm and very humid.  Two swimmers enjoying the lake- along with two loon and six geese.
08/01/2007,Very warm day.  Breezy and partly cloudy.  
08/17/2007,Very wind- cool day.  Sunny with a good chop on the lake.  two loon swimming-
a few fishermen out in boats.
08/25/2007,Sunny- cool and windy day.  Still have 2 loons swimming.  1 pontoon on lake boating.  Starting to see some red maple trees turning color.
09/02/2007,Very windy- warm and sunny day.  Mild chop to lake.  Several people out fishing enjoying the Labor Day Weekend.
09/10/2007,Partly cloudy day - very cool temps.  Eagle sitting on one of the piers.  No boat traffic - no other wildlife spotted
09/26/2007,Very cool sunny day.  No signs of loons or ducks.  Trees are turning to fall colors.  Some are past prime.
10/07/2007,Very warm day for this time of year.  No lake traffic.
06/01/2008,Partly cloudy day - slight breeze.  Pair of geese w/gosling.  Two ducks
Two loon swimming.  Two boats with fishermen.
06/09/2008,Partly sunny day.  Mild chop on lake.  Loon appeared to be nesting on the island.
Two families of mallards.  One had 7 babies- the other 9.  Geese still residing on lake.
06/16/2008,Partly sunny day- very cool and windy. Loon swimming- fear loon nest on island may be now under water.  Turtle using old loon nest on west side of lake.
One family of mallards swimming with 7 babies.
06/24/2008,Partly sunny- breezy day.  Warm.  Neighbor reported that the loon egg had been taken by a predator.  Both loons out swimming - came very close to our pontoon.
Family of mallards - babies growing rapidly - this family had 5 babies.
07/03/2008,Sunny- cool day with a light breeze.  Loons swimming.  Saw one lone Merganser
sitting on log.  Lake traffic picking up due to long July Fourth holiday.
