Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Amik Lake,Vilas,2268600,NO,64,,643220,NE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/13/1984,4.3,,1.3,15,,56,,55,,,,,
1,10/10/1985,3,,0.9,,23,62,52,,,,,,
08/12/2003,Clear day- nearly calm water.    
08/14/2003,Partly cloudy- breezy.  Only 2 days since last observation.  To my surprise and checked 3 times at 3 different positions within 20 yds of eachother trying to find deepest spot - all 3 checked at 8 1/2 feet.  But one time I could barely see disc at almost 7 ft.    
08/26/2003,Clear; Wind N-lt.;84 Ambient; 2 Boats    
08/30/2003,Mostly sunny with small chop on water.  Bottom at 8 1/2 ft. Approx 1/2 inch of rain two days ago.    
09/09/2003,Sunny with slight breeze. No rain. Bottom 8 1/4 ft.    
09/15/2003,Mostly cloudy - small chop on water.  Bottom at 8 1/2 feet.  1 inch of rain Fri and Sat (2 days ago).    
09/29/2003,Fair; Wind W-lt.; 47.5 Ambient; 0 Boats    
10/01/2003,Cold- windy and snow.  Hit bottom at 8 1/4 ft.  If it had not been windy- I think I could have seen disc on bottom.    
05/12/2004,Sunshine-slight chop on water. see little plant growth. Bottom at 9.75 ft.    
05/20/2004,Cloudy-very choppy+windy. Could not observe any plant growth. Bottom at 9.5 ft.    
05/24/2004,Ambient temp. 48 F. Overcast.  Wind NE. 0 boats.    
05/28/2004,Sunny-slight chop.  No new plant growth in deep hole area.  Shallow water has growth.  bottom at 9.5 ft.    
06/03/2004,Sunny-slight chop. No plant growth in deep water-shallow water- yes.  Lily pads with buds.  Bottom at 9.5 ft.    
06/07/2004,Ambient temp. 73.1 F.  Partly cloudy. Wind S.  3 boats all around white pine wind dropped.    
06/07/2004,DEEP HOLE-6FT INTEGRATED SAMPLE    
06/10/2004,Partly cloudy-slight chop.  Weeds coming to surface around deep hole area.  Bottom at 9.5 ft.    
06/17/2004,Mostly cloudy or hazy sun.  seems to be pollen or something making it hard to see disc.  9.5 bottom.    
06/21/2004,Ambient temp. 62.6 F. Partly cloudy.  Wind SW.  4 boats - 3 around white pine drop.    
06/26/2004,Partly cloudy-choppy water.  Plant growth still mostly below surface- but near.    
07/02/2004,Mostly cloudy and slightly choppy water.  No rain for over a week.  Weeds at surface except near deep hole. Bottom at 8.5 ft.    
07/10/2004,Clear day-slight chop. Closer to actual deep hole-hit bottom at 9 ft. No weeds in deep hole- but other areas-yes.    
07/12/2004,Ambient temp. 72.6 F.  Partly cloudy.  Wind NW light.  0 boats.    
07/15/2004,Mostly cloudy and again slight chop on water.  bottom at 8.5ft. Around deep hole area- weeds pretty heavy.  According to shoreline + pier- lake about 12" low since spring.    
07/24/2004,Ambient temp. 73.2 F.  Clear.  Wind S - light.  0 boats.    
07/27/2004,DEEP HOLE - 6FT INTEGRATED SAMPLE    
08/03/2004,Partly cloudy-little ripple on water-fairly calm. Water not as clear as before.  Must realy be in deep hole-bottom at 9ft. but shorelind indicates water down about 1.5 ft since May.    
08/12/2004,Partly cloudy + windy.  1.75" of rain Mon-Wed. 9 ft. at hole.    
08/17/2004,Ambient temp. 60.4 F.  Cloudy.  Wind S- light.  0 boats.    
08/19/2004,Clear-sunny day-but very windy. 1.25" rain yesterday.  Lake level up 4-6 inches over last week.    
08/30/2004,Partly cloudy.  Wind SW - light.    
09/02/2004,Clear + sunny-slight chop. I tried 5 different areas + when I let disc drop another 3"- I hit bottom at 8.5 ft.    
09/07/2004,Clear day-slight chop.  Bottom at 8.5 fy.    
09/13/2004,DEEP HOLE - 6FT INTEGRATED SAMPLE    
09/17/2004,Clear.  Wind S.  2 boats.    
09/17/2004,Cloudy- windy- choppy water.  Had nearly 2" of rain on Wed. Lake level up from last few weeks. Bottom at 9ft.    
09/21/2004,Clear- windy- sunny- choppy water.  To my suprise the disc hit bottom just as it disappeared at 9ft.    
09/26/2004,Ambient 66 F.  Clear.  Wind W- light.    
09/28/2004,Clear- calm- sunny day.  Like last week- disc came to rest on bottom as it disappeared from sight.    
10/05/2004,Beautiful calm- clear- sunny day.  Water level has dropped. Water is very clear.    
10/07/2004,Ambient temp. 69.1 F.  Partly cloudy.  WInd SE- light.    
05/08/2005,Cloudy--little ripple on water.    
05/16/2005,Cloudyw/mist--cold weatherlately.  Small ripple on water w/light wind. bottom at 9ft.    
05/23/2005,DEEP HOLE - INTEGRATED SAMPLE    
05/24/2005,Partly cloudy--light wind w/ripple on water.  Bottom at 9ft. Weed growth beginning in shallow water.    
06/05/2005,Storm last night--heavy rain.  Bottom 8.5ft.  Overcast w/small beeze--light chop.  Weeds developing.    
06/06/2005,DEEP HOLE - INTEGRATED SAMPLE    
06/06/2005,ambient temp. 66 F- Wind - w-sw- partly cloudy - cumulus. 0 boats    
06/08/2005,Overcast w/light breeze- light chop.  Storms been going around--rain to North; will feed lake.  Bottom 8.75ft. Lily pads forming- blossoms beginning. Deep water weeds up to within 1 ft of surface.    
06/19/2005,Mostly sunny- light chop on water-weeds within foot of top of water.  Some suspended pollen.    
06/20/2005,DEEP HOLE - INTEGRATED SAMPLE    
06/20/2005,ambient temp. 72.2 F- wind s-lt-partly cloudy - strato cumulus- 0 boats- observed loon with two small chicks.    
06/25/2005,Sunny. light wind with chop on water.  bottom at 8.5ft in deep hole. according to our shoreline with developing 'beach' water level is down.  Need rain.  Weeds are thick in 3 to 5 ft water level.    
07/05/2005,Ambient 58 F- Wind - N-lt- Partly Cldy- observed loon with 2 chicks again- 2 boats.    
07/11/2005,Sunny with light chop. Weed growth heavy- but deep hole area stays clear of weeds. 8.25 ft depth.  Two new loon chicks observed on the 27th of June.    
07/18/2005,Rain last night--first measured this month.  Cloudy and windy--medium chop on water.  Hit deep hole for sure--measured 9ft. Shoreline shows water level low.    
07/18/2005,ambient 69.1- Wind s-md- partly cldy- 2 boats- observed loon again with the 2 chicks getting bigger- also observed 6 canada geese in lake.    
07/27/2005,Calm- sunny day.  Hit bottom at 8.5 ft. Shoreline indicates lake very low.  Little water coming in from Pine Creek. Need rain.    
08/01/2005,Ambient 76.6- Wind SW-lt- High cirus- 2 boats- still observing loon with the 2 chicks.    
08/03/2005,Lake very low--Check 4 different locations in area. Hit bottom Near 8 ft each time until recorded depth at 8.25. Overcast- very little wind.    
08/14/2005,Lake still very low. Bottom at 8ft. Very little water coming into lake.  sunny slight chop.    
08/15/2005,Ambient 73.6- wind SW-lt- clear- 1 Boat.    
08/21/2005,Sunny with light chop on water--lake low.    
08/31/2005,Light wind w/light chop. clear day-sunny. lake low.    
09/06/2005,Ambient 69.0- Wind W-lt- Partly Cldy- 0Boats.    
09/06/2005,DEEP HOLE - INTEGRATED SAMPLE    
09/11/2005,Windy and warm-88degrees. NO RAIN.very little water entering and very little leaving Lake Chain.    
09/20/2005,Ambient 77.7- Wind SW-lt- clear- 2 boats    
09/25/2005,Little rain but no effect on lake level. Warm with slight beeze. Weeds still driving fishermen 'nuts'.      Very overcast and raining during the satellite times. No reading today and we will be gone tomorrow through Saturday to Ely- MN. 
10/03/2005,Ambient 72.1- Wind SW-lt- Mostly Cloudy- 2 Boats- Full Color w/ leaves coming down.  Loons seem to have left.    
10/11/2005,Windy and cool- 57 degrees.  A lot of rain--someone measured 8 in.  Lake is up--measured 9.25 ft of depth. No visible weeds at or near surface. Water up more than a foot since last reading.    
05/31/2006,Partly cloudy- air temp 73- new lily pads + cabbage weed coming near surface. Deep hole area clear of weeds. 1 loon- 1 fishing boat- 1 pontoon boat on water.  And 10 hooded merganser ducklings left nest box and headed for lake as I was getting ready.
06/03/2006,Sunny with slight breeze- Water beginning to get cloudy with pollen-but still clear.  Cabbage weed appears to be spreading towards west shore.
06/11/2006,Sunny with high thin clouds- windy with chop on water. Wind was stirring pollen in water causing murky appearance. 1 loon + 1 fisherman.
06/19/2006,Hazy overcast- little sun; windy with chop more so than last week. No one on lake.  Water level has dropped.
06/19/2006,Prtly Cldy- Wind NW-Md.- Ambient 68.1- 1 Boat
06/27/2006,Overcast- little chop- water level still dropping. Water surface temp at 76 degrees.
07/21/2006,Calm water- overcast.  Very low water level--no rain. water becoming very merky- lot of suspended material.
07/21/2006,Partly Cldy- Calm- 79.2 F- 0 Boats.
07/29/2006,Light chop- full sun.  About 1.5 in. of rain this past week- but water level still low. Water still has much suspended material.
08/06/2006,Overcast with heavy clouds.  They say we've had 8 to 9 inches of rain past week. Water level is rising.  Still has suspended material.
08/07/2006,Sunny- clesr with wind and chop.  Water near normal level. Water coming into lake starting to clear water.
08/14/2006,Mostly sunny- light chop and breeze.  Water coming in from creek draining lakes to the north seems to be cleaning the water.
08/14/2006,Partly Cldy- W-lt- 77.0 F- 1 Boat- 1 Pontoon- Chopped aquatic plants on surface.
08/21/2006,Suppose to rain tonight and maybe tomorrow. Water appears very clear compared to last month. Sunny with light breeze.  

08/22/2006,Last night's rain did not happen.
08/30/2006,Sunny sky with slight breeze. Water becoming quite clear.
09/07/2006,Partly cloudy and breezy.  Water low again--no rain lately.  Leaves starting to turn color. No one on lake.
09/13/2006,Clear sunny day with very light breeze.
09/15/2006,Clear day but windy with large chop on water. Water still very clear.
09/23/2006,Hazy but sunny with breeze--light chop. Water clear. Ibelieve if water was 9 or 10 foot deep- one could still see the secchi disc. Two boats fishing- 1 loon- 1 comorant.
09/25/2006,Partly Cldy- NW-md- 59.5 F- 0 Boats- Water as clear as we've seen it.
10/01/2006,Bright sunny with breeze and light chop.  Water still very clear.
05/24/2007,Cloudy- very breezy day. One other boat on lake.  Weeds are already to the surface of the water.
05/29/2007,Cloudy- windy--strong breeze.  No boats- water up from lsat weekend's rains.
06/06/2007,Ambient - 66- Wind S-md- Clear- 2 Boats.
06/14/2007,No loons on lake.  Weeds from bottom cover much of lake--maybe 80%.  Please note that my lake level readings are taken near the same spot in lake each time (deep hole)- but I do not have a GPS or Depth Finder to know absolutly that I'm in the same place each time.
06/22/2007,Slight breeze--no boats--little change--need rain.
06/30/2007,Fairly calm water.  With rain this past week- still no change in lake level.  Water has a little suspended material.
07/08/2007,Mostly sunny- slight breeze.  Weed tops above water. Waiting for rain. 
07/09/2007,Ambient - 75.2- Wind N-NW - lt- Clear- 2 Boats- Loon pair on lake no chicks sighted. 
07/16/2007,Mostly sunny and calm.  Water beginning to get cloudy with suspended material.
07/24/2007,Mostly sunny--no wind- calm water.  Little rain since last reading- but no change in lake level.  Water clearer today.
08/01/2007,Partly cloudy and breezy.  A lot of free floating plant material near surface.  Motorboat activity in weeds  
08/09/2007,Mostly sunny and calm water.  Weed tops have turned under and do show above surface as before.
08/17/2007,This is like a broken record--nothing is changing.  Mostly sunny with slight breeze.
09/02/2007,Had some rain in last two weeks- but still no change.  Sunny and calm water.
09/10/2007,Ambient - 50.6- Wind SW - lt- Partly cloudy- 0 Boats. 
09/18/2007,Been back and forth to Illinois ever other week- gone again next week. Water is the clearest since spring.  Problably could see disc at 10 ft. if water was deeper.  Mostly sunny day.
10/18/2007,Finally received rain the last couple of weeks.  Lake level up higher than this Spring. Pine Creek flowing well again possibly disturbing lake bottom as it comes into Amik. Takening boat and pier out next week.
05/27/2008,Ambient 40F- Clear- NE-lt- 0 Boats
05/31/2008,Water appears to be clear--see very easily- but very dark when secchi disc is lowered.
06/08/2008,Some clouds with light breeze--water with ripple.  Much tannin in water   Disc goes out of sight very fast.  I believe I have pinpointed the deep hole better than perviously before.  Changed my coordinates slightly.
06/16/2008,We have a baby loon!  Three fishing boats. We have a baby loon!  Three fishing boats.
06/23/2008,Ambient 74.9F- partly cldy- NE-lt- 3 boats- 2 adult loons and 1 chick.
06/24/2008,Baby loon still with parents.  Pair of geese have only one gosling left.  Mostly sunny but quite windy--water very choppy.
07/02/2008,Partly cloudy--little breeze.  Baby loon doing well. One fisherman.  Weeds up near top but not interfering with boating.
07/10/2008,Lake level dropping somewhat-  need rain.  Cloudy with drizzle.
07/21/2008,Ambient 78.5F- Clear- N-md- 1 Boat.
07/22/2008,I'm changing my depht recordings as today I've pinpointed the 'deep' hole better.  The water is at least a foot down since May.
07/26/2008,Clear- windy.  Water skiing and boarding activity.  Water churned up.  Found my deep hole again.  Lake down 1 1/2 ft since begginning of May.  Baby loon doing fine.
08/03/2008,Overcast- maybe rain.  We need it. Beach extending along shoreline.
08/11/2008,Sunny- water looks very murky.  A lot of suspended material.  Young loon diving now.
08/19/2008,Partly cloudy with light chop on water.
08/25/2008,Ambient 68F- Clear- NE-lt- 0 Boats.
08/27/2008,Partly cloudy with slight breeze and chop.  No rain- water level staying the same.
09/04/2008,Cool and cloudy.  Loons very dark in color except for young one.  Hope he can fly to Florida next month.
09/12/2008,Sunny with a little ripple. Rain last night- maybe 0.25 inch.  No water flowing in from creeks.
09/25/2008,Sunny with little ripple.  One fisherman.  Young loon still with mother.
10/04/2008,Sunny with little ripple.  Rain this past week. 5 fishermen- a canoe and pontoon today. Water clear but with a lot of suspended material. 
05/11/2009,Ambient - 54- Partly Cldy- Wind NW - md- 2 boats.
05/26/2009,Some clouds- water with small wave action.
06/22/2009,Ambient - 82.4- Partly Cldy- Wind S - lt- 2 Boats.
06/28/2009,Been to Alaska.  Did not make reading yesterday as it was dark and overcast and rain.  Also there was a 60 boat Musky Tournament going on.  Today is overcast and very windy with high wave action.
07/05/2009,Clear- sunny and windy.  3 fishing boats--light activity for a Sunday.  3 adult loons together    Weed tops about 12 inches below surface.
07/13/2009,clear- sunny and little breeze.
07/21/2009,Ambient - 73.4- Partly Cldy- Wind S/SE - lt- 0 Boats.
07/21/2009,Cloudy- windy with medium chop action.
07/28/2009,Partly cloudy with slight chop.
08/06/2009,Very clear water today.  Sunny with little chop. Water is at its lowest.  Very little water coming intothe chain and very little leaving.
08/14/2009,Sunny but with thin layer of high clouds.  Breezy with chop.  Water skiers out.  No fishermen.  More area of lake with weeds- beginning to cover west side.  Tops just below surface.
08/22/2009,Partly cloudy and slight breeze.  Single loon.  2 fishing boats.
08/24/2009,Ambient - 79.1- Clear- Wind S - md- 3 Boats.
09/07/2009,Sunny- no wind.  No the lake did not come up.  I must have hit the deep hole dead center.  A lot of water skiing activity.  Lots of chopped vegetation in water making water somewhat cloudy.  No loons.
09/23/2009,Without a GPS or depth finder- notice it is difficult for me to hit the exact same spot each time.  It appears the the 'deep hole' is at 9 ft. when lake remains at its lowest level.
05/17/2010,Ambient 70.6- Clear- Wind NE - lt.- 1 Boat
05/29/2010,Water has been very clear all spring and water level low.  very- very little water flowing in Pine Creek.  Clear clam day.
06/06/2010,Cloudy- overcast with little wind.
06/22/2010,No reading last week- in Winnipeg.  Finally rain- rainin last 2 weeks has brought lake up to normal spring level.  Slight breeze.  Single loon.  3 fishing boats.
06/25/2010,Ambient 68.0- Hi Cirus/Partly Cldy.- Wind SW - lt.- 3 Boats.
06/30/2010,Good weed growth- almost too good. Clear sunny daywith slight breeze.  Water is deepest it has been in 3 years. Could say it was 'high'.
07/08/2010,As my depth shows it is hard to hit the exact deep hole spot. Been having rain and water is staying up.  Mostly sunny day with little breeze.
07/16/2010,Even with my depth reading- I was not exactly in the deep hole.  Lots of rain this passt week.  Water over pier somewhat.  Water level up on bank.  mostly sunny day and very windy.
07/24/2010,Overcast and beginning to rain.  Water has dropped about 3 inches this past week while we still get some rain every other day.  Filling the big lakes.
07/28/2010,Ambient 77.9- Partly Cldy.- Wind W-NW - lt.- 1 Boat
08/06/2010,Cloudy.  Water down about 6 inches at pier.  Water has a lot of debris from boat motors chewing up weeds.  Weeds are at surface.  water very dark.
08/17/2010,Again water has a lot of cut grass and weeds from boat activity. Water still very dark and not clear.  More rain keeping water level up.
08/25/2010,Water is getting darker and level staying up.  Partly cloudy.  Lots of cut grasses floating on top of water.
09/02/2010,Cloudy day.  Water is getting very dark.
09/04/2010,Ambient 63.2- Partly Cldy.- Wind NW - md.- 1 Boat- Ph reading 7.7
09/10/2010,Water staying very dark.  Fishing hasn't been great.  Need top runnung lures to stay out of weeds.  Can fish see the lures from down deep    
10/09/2010,Went to Illinois Sept. 16-21.  Went in rain and returned in rain.  Rained a lot.  Water rose above my pier and took out some pallets.  Could not walk on pier to get to boat. Waited for water to go down.  Water at least 6 inches higher than when I measured 10 ft. before.
06/03/2011,Mostly cloudy-calm day.  One other boat.
06/09/2011,Mostly cloudy with strong  North wind.  47 degrees yesterday- 80 degrees at this time. One other boat fishing.
06/17/2011,Partly cloudy- light breeze out of North. 3 other boats.
06/25/2011,Clear- calm day.  Slight bloom on lake- one other boat.
07/03/2011,Clear with slight breeze out of west--1 boat.
07/11/2011,Partly cloudy- northwest breeze- surface clear- no bloom.  i other boat.
07/19/2011,Cloudy-calm- slight drizzle.  No other boats.
07/27/2011,Cloudy-drizzling rain with southeast breeze.  Small waves and no boats.
08/04/2011,Hazy- calm- no other boats.
08/12/2011,Mostly cloudy- light breeze from south- surface clean- no bloom.  Four boats fishing today.
08/20/2011,Partly cloudy with northwest breeze-  Beautiful day.  Three other boats.
08/28/2011,As I recovered from knee replacement surgery- we must give many-many thanks to john + Denise Schroder for taking secchi readings for last 9 weeks. Today we have full sun- no wind- calm.  Very quiet for a tournament weekend.  8 boats fishing.  Best year in a long time for casting plugs as no weeds on surface this summer.
09/05/2011,Mostly sunny- few clouds- fairly calm water.  Really hit the deep hole today because shoreline shows water has dropped.
09/13/2011,Partly cloudy and calm. Two other fishing boats.  Lone loon.
09/29/2011,Very overcast and light rain.  Nobody on lake.  Wind with some chop.  been raining off and on for 2 weeks.  No change in water level.  Very different summer as there has been very little change in level and appearance of water.
05/26/2012,Very overcast- been raining- drizzle now.  Slight wind.  No one on lake.
06/03/2012,Clear and sunny with slight breeze.  Two fishing boats on lake.
06/19/2012,Was not in 'town' last week.  Received 3 in. of rain during the time I was gone. Received another .5 in. last two nights. Today is overcast and in between some light rain. Windy- strong breeze.  No one on lake.
06/27/2012,Mostly clear day- getting warm.  Having an early warm spring- surprised weed growth has not shown on surface. very little lily pad growth showing.
07/05/2012,We have had 5 inches of rain since last week. Water up slightly. It has been very warm (HOT) this past few days and another one today. Mainly sunny and no wind- calm. Morning after the Fourth- no one on the lake except for two loons. Lily pads now starting to develop and show on the surface.
07/13/2012,Partly cloudy- fairly calm day. Little activity on lake.
07/21/2012,Hazy day- warm- very little breeze.  No one on lake.  I hit center of deep hole today. Surprising that still no weeds hitting surface and hard to find.  Lilly pads are only about 30% of what we have had in past years.  Hard to figure.  About .25 inch of rain in past week.
07/29/2012,Mostly overcast and very little breeze.  No one on the lake for a Sunday afternoon.  Just a couple of loons.  Still no weeds at surface.  Easy motorboating anywhere on the lake- no weeds on prop.
08/06/2012,Beautiful day on the lake. Sunny with a wind out of the Southwest.  Great day to be drift fishing- but not another boat on the lake!  Shoreline and pier shows the lake to be low but I still hit 9 foot in the hole.
08/22/2012,Another beautiful day on the lake.  Partly cloudy with little breeze.  No one else on the lake.
08/30/2012,Cloudy- overcast today.  Just one fisherman today. Not much wind.
09/10/2012,Friday's scheduled reading rained out and gone Sat-Sun.  Today- Monday- bright- windy- sunny day. No one on the lake.  Fall is coming- the swampy shorelines are turning red in color.
09/23/2012,Cool- windy- clear day. Had a couple of 1/4 in. rains in last week. But little water entering from Pine Creek..Lake is low for the pier- probably as low as it can get. Two fishing boats dragging suckers.  No loons or ducks. Not in Wisconsin last weekend. Grandson's birthday at IRM.
09/30/2012,I see by my calendar that I've been a day early on my last two readings.  I'll try to get out tomorror again.  Today is a clear breezy day.  Two fishing boats- two ducks- six geese- and one large snapping turtle.
10/01/2012,Windy and breezy again.  No rain in last week.  Fall colors at their peak now  leaves are falling.  A rain and wind will cause mst of them to go to the ground.
05/13/2013,Water very high. Windy and cloudy.
05/29/2013,water level starting to go down.  Mostly sunny with little breeze-  4 geese- 2 loons- 2 fishermen.
06/06/2013,Very cloudy- windy- overcast day. Other words- miserable.
06/14/2013,Beautiful day today.  Mostly sunny- little wind and warm (74).  Lake level going down but slowly.  8 1/2 to 9 1/2 feet usually the norm.  Weed tops are at the surface- growing fast.  The first I noticed.
06/19/2013,2 boats observed
06/30/2013,Sunny and breezy.  Loon nest has be spotted near Pine Creek. Some green algae or pollen showing near shoreline around corner on bay side.
07/08/2013,Slight overcast- little breeze.  Baby loon riding its Mother's back with Father bringing the fish for food.
07/16/2013,1 boat observed
07/16/2013,Loon baby is gone      Have not seen it in last 5 days. Very sad for everyone. Partly cloudy.  Lake level is dropping; Pine Creek is flowing quite slowly.
07/24/2013,Slightly overcast with light chop and breeze.  Water still going down.  
08/01/2013,3 fishing boats.  Mostly cloudy- overcast- slightly windy.  Reported that baby loon has been sighted again.  Did not see it today.
08/09/2013,Partly to mostly cloudy with west wind. Surface was choppy.  No other boats.
08/17/2013,Partly cloudy with southwest wind.  One other boat.  Algae in bays on south shore.
09/02/2013,Mostly cloudy with north wind- choppy surface. No other boats.
09/19/2013,Yesterday again was very overcast and thick fog along with the rain. In last two weeks we have had rain off and on.  Lake is up somewhat.  NO other boats and no wildlife except for the loons.
06/14/2014,clear; SE-lt; 1 boar; ambient 79.6
07/01/2014,Partly Cldy; SW -md; 5 boats; ambient 76.1
07/21/2014,Clear/hazy; S-st; 0 boats; ambient 88.2
08/25/2014,Partly Cldy; S - lt; 1 boat; ambient 84.1 Partly Cldy; S - lt; 1 boat; ambient 84.1 Partly Cldy; S - lt; 1 boat; ambient 84.1
04/30/2015,Jack W.- Ron A. and Terry Mantor helped with the testing




Start Date,Group Name,Project Name
07/13/1984,Data Collectors,Migrated from STORET Legacy
10/10/1985,Data Collectors,Migrated from STORET Legacy
07/18/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/25/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/01/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/10/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/16/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/24/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/30/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/05/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/19/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/03/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/11/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/16/1996,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/28/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/07/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/12/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/25/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/13/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/17/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/27/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/05/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/11/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/17/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/26/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/03/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/11/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/18/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/24/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/03/1997,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/17/1997,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
04/24/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
04/30/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/09/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/19/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/26/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/04/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/14/1998,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/19/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/02/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/15/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/18/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/26/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/08/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/04/1998,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/11/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/16/1998,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/25/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/04/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/14/1998,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/26/1998,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/09/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/27/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/03/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/10/1999,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/16/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/24/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/01/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/10/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/15/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
