Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443391,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190289,05/31/1986,21.5,NO,6.5,,,33,,,,,CLEAR,BLUE,
8190289,06/28/1986,18.25,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190289,07/20/1986,15.75,NO,4.8,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.25,NO,4.3,,,39,,,,,CLEAR,BLUE,
8190289,08/09/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,13.25,NO,4,,,40,,,,,,BROWN,
8190289,05/02/1987,12.25,NO,3.7,,,41,,,LOW,,,GREEN,
8190289,06/07/1987,18.75,NO,5.7,,,35,,,,,CLEAR,BLUE,
8190289,06/28/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
8190289,07/18/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,24.25,NO,7.4,,,31,,,,,CLEAR,BLUE,
8190289,08/08/1987,27.25,NO,8.3,,,30,,,,,CLEAR,BLUE,
8190289,09/05/1987,22.25,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.5,NO,6.2,,,34,,,,,CLEAR,BLUE,
08/13/2008,56,FEET,6.3,DEGREES C,.4,MG/L
08/20/2008,5,FEET,22.1,DEGREES C,7.5,MG/L
08/20/2008,10,FEET,22,DEGREES C,7.6,MG/L
08/20/2008,15,FEET,21.5,DEGREES C,7.7,MG/L
08/20/2008,20,FEET,21.7,DEGREES C,7.9,MG/L
08/20/2008,25,FEET,18,DEGREES C,9.8,MG/L
08/20/2008,30,FEET,11.2,DEGREES C,6.9,MG/L
08/20/2008,35,FEET,8.4,DEGREES C,1.1,MG/L
08/20/2008,40,FEET,7.2,DEGREES C,.6,MG/L
08/20/2008,50,FEET,6.2,DEGREES C,.4,MG/L
08/20/2008,56,FEET,6.2,DEGREES C,.3,MG/L
08/27/2008,5,FEET,21.2,DEGREES C,8.3,MG/L
08/27/2008,10,FEET,21.1,DEGREES C,8.2,MG/L
08/27/2008,15,FEET,21.1,DEGREES C,8.1,MG/L
08/27/2008,20,FEET,21,DEGREES C,7.9,MG/L
08/27/2008,25,FEET,20.5,DEGREES C,7.9,MG/L
08/27/2008,30,FEET,11.5,DEGREES C,8.4,MG/L
08/27/2008,35,FEET,8.6,DEGREES C,1.1,MG/L
08/27/2008,40,FEET,7.4,DEGREES C,.7,MG/L
08/27/2008,50,FEET,6.6,DEGREES C,.5,MG/L
08/27/2008,56,FEET,6.4,DEGREES C,.5,MG/L
09/05/2008,5,FEET,20.1,DEGREES C,7.8,MG/L
09/05/2008,10,FEET,20.1,DEGREES C,8.1,MG/L
09/05/2008,15,FEET,20,DEGREES C,7.7,MG/L
09/05/2008,20,FEET,20,DEGREES C,7.9,MG/L
09/05/2008,25,FEET,19.7,DEGREES C,8,MG/L
09/05/2008,30,FEET,12.1,DEGREES C,7.4,MG/L
09/05/2008,35,FEET,8.9,DEGREES C,1.3,MG/L
09/05/2008,40,FEET,7.6,DEGREES C,.6,MG/L
09/05/2008,50,FEET,6.4,DEGREES C,.4,MG/L
09/05/2008,56,FEET,6.7,DEGREES C,.3,MG/L
09/16/2008,5,FEET,17.4,DEGREES C,8,MG/L
09/16/2008,10,FEET,17.3,DEGREES C,8.4,MG/L
09/16/2008,15,FEET,17.2,DEGREES C,8.2,MG/L
09/16/2008,20,FEET,17.2,DEGREES C,8.4,MG/L
09/16/2008,25,FEET,17.1,DEGREES C,7.9,MG/L
09/16/2008,30,FEET,16.6,DEGREES C,6.5,MG/L
09/16/2008,35,FEET,9,DEGREES C,1,MG/L
09/16/2008,40,FEET,7.7,DEGREES C,.6,MG/L
09/16/2008,50,FEET,6.4,DEGREES C,.4,MG/L
09/16/2008,56,FEET,6.6,DEGREES C,.3,MG/L
09/25/2008,5,FEET,17.5,DEGREES C,8.4,MG/L
09/25/2008,10,FEET,17.6,DEGREES C,8.6,MG/L
09/25/2008,15,FEET,17.6,DEGREES C,8.1,MG/L
09/25/2008,20,FEET,17.6,DEGREES C,7.7,MG/L
09/25/2008,25,FEET,17.4,DEGREES C,7.4,MG/L
09/25/2008,30,FEET,14.8,DEGREES C,5.3,MG/L
09/25/2008,35,FEET,10.6,DEGREES C,.4,MG/L
09/25/2008,40,FEET,8.1,DEGREES C,.4,MG/L
09/25/2008,50,FEET,6.8,DEGREES C,.3,MG/L
09/25/2008,56,FEET,6.9,DEGREES C,.3,MG/L
10/03/2008,5,FEET,14.6,DEGREES C,8.4,MG/L
10/03/2008,10,FEET,14.7,DEGREES C,8.3,MG/L
10/03/2008,15,FEET,14.6,DEGREES C,8.3,MG/L
10/03/2008,20,FEET,14.6,DEGREES C,8,MG/L
10/03/2008,25,FEET,14.6,DEGREES C,7.9,MG/L
10/03/2008,30,FEET,14.5,DEGREES C,7.9,MG/L
10/03/2008,35,FEET,12.7,DEGREES C,5,MG/L
10/03/2008,40,FEET,7.6,DEGREES C,.5,MG/L
10/03/2008,50,FEET,6.6,DEGREES C,.3,MG/L
10/03/2008,56,FEET,6.6,DEGREES C,.2,MG/L
10/17/2008,5,FEET,12.2,DEGREES C,8.7,MG/L
10/17/2008,10,FEET,12.2,DEGREES C,8.5,MG/L
10/17/2008,15,FEET,12.1,DEGREES C,7.8,MG/L
10/17/2008,20,FEET,12.1,DEGREES C,7.9,MG/L
10/17/2008,25,FEET,12.1,DEGREES C,8.1,MG/L
10/17/2008,30,FEET,12,DEGREES C,7.3,MG/L
10/17/2008,35,FEET,11.5,DEGREES C,6.3,MG/L
10/17/2008,40,FEET,8.7,DEGREES C,.5,MG/L
10/17/2008,50,FEET,6.7,DEGREES C,.3,MG/L
10/17/2008,56,FEET,6.6,DEGREES C,.3,MG/L
05/04/2009,5,FEET,9.6,DEGREES C,11.61,MG/L
05/04/2009,10,FEET,8.7,DEGREES C,11.61,MG/L
05/04/2009,15,FEET,8.5,DEGREES C,11.68,MG/L
05/04/2009,20,FEET,8,DEGREES C,11.68,MG/L
05/04/2009,25,FEET,7.5,DEGREES C,11.33,MG/L
05/04/2009,30,FEET,7.3,DEGREES C,11.19,MG/L
05/04/2009,35,FEET,7.1,DEGREES C,10.7,MG/L
05/04/2009,40,FEET,7,DEGREES C,10.65,MG/L
05/04/2009,50,FEET,6.9,DEGREES C,10.33,MG/L
05/04/2009,56,FEET,6.8,DEGREES C,.19,MG/L
05/19/2009,5,FEET,12,DEGREES C,10.51,MG/L
05/19/2009,10,FEET,11.6,DEGREES C,10.58,MG/L
05/19/2009,15,FEET,11.3,DEGREES C,10.58,MG/L
05/19/2009,20,FEET,11,DEGREES C,10.64,MG/L
05/19/2009,25,FEET,10.7,DEGREES C,10.56,MG/L
05/19/2009,30,FEET,9.8,DEGREES C,10.28,MG/L
05/19/2009,35,FEET,7.9,DEGREES C,7.91,MG/L
05/19/2009,40,FEET,7.5,DEGREES C,6.74,MG/L
05/19/2009,50,FEET,7.3,DEGREES C,5.65,MG/L
05/19/2009,56,FEET,7.2,DEGREES C,.13,MG/L
06/04/2009,5,FEET,16.6,DEGREES C,9.38,MG/L
06/04/2009,10,FEET,16.3,DEGREES C,9.44,MG/L
06/04/2009,15,FEET,15.9,DEGREES C,9.48,MG/L
06/04/2009,20,FEET,15.1,DEGREES C,9.6,MG/L
06/04/2009,25,FEET,13.1,DEGREES C,9.95,MG/L
06/04/2009,30,FEET,11.6,DEGREES C,9.82,MG/L
06/04/2009,35,FEET,8.8,DEGREES C,5.34,MG/L
06/04/2009,40,FEET,8.2,DEGREES C,2.81,MG/L
06/04/2009,50,FEET,7.7,DEGREES C,.8,MG/L
06/04/2009,56,FEET,7.5,DEGREES C,.09,MG/L
06/23/2009,5,FEET,23.5,DEGREES C,8.65,MG/L
06/23/2009,10,FEET,22.6,DEGREES C,8.69,MG/L
06/23/2009,15,FEET,18.1,DEGREES C,10.14,MG/L
06/23/2009,20,FEET,16.9,DEGREES C,9.93,MG/L
06/23/2009,25,FEET,15.2,DEGREES C,9.31,MG/L
06/23/2009,30,FEET,12,DEGREES C,8.93,MG/L
06/23/2009,35,FEET,9.7,DEGREES C,3.34,MG/L
06/23/2009,40,FEET,8.7,DEGREES C,.45,MG/L
06/23/2009,50,FEET,8.1,DEGREES C,.08,MG/L
06/23/2009,56,FEET,8,DEGREES C,.03,MG/L
07/07/2009,5,FEET,20.9,DEGREES C,8.96,MG/L
07/07/2009,10,FEET,20.7,DEGREES C,8.99,MG/L
07/07/2009,15,FEET,20.2,DEGREES C,9.09,MG/L
07/07/2009,20,FEET,19.2,DEGREES C,9.41,MG/L
07/07/2009,25,FEET,15.9,DEGREES C,9.53,MG/L
07/07/2009,30,FEET,13.1,DEGREES C,7.73,MG/L
07/07/2009,35,FEET,10.1,DEGREES C,1.04,MG/L
07/07/2009,40,FEET,9.3,DEGREES C,.51,MG/L
07/07/2009,50,FEET,8.3,DEGREES C,.09,MG/L
07/07/2009,56,FEET,8.3,DEGREES C,.04,MG/L
07/20/2009,5,FEET,20,DEGREES C,9.01,MG/L
07/20/2009,10,FEET,19.8,DEGREES C,8.99,MG/L
07/20/2009,15,FEET,19.5,DEGREES C,8.98,MG/L
07/20/2009,20,FEET,19.2,DEGREES C,8.98,MG/L
07/20/2009,25,FEET,17.5,DEGREES C,9.56,MG/L
07/20/2009,30,FEET,13.1,DEGREES C,7.56,MG/L
07/20/2009,35,FEET,10.6,DEGREES C,.51,MG/L
07/20/2009,40,FEET,9.5,DEGREES C,.15,MG/L
07/20/2009,50,FEET,8.5,DEGREES C,.05,MG/L
07/20/2009,56,FEET,8.4,DEGREES C,.03,MG/L
08/03/2009,5,FEET,20.4,DEGREES C,8.88,MG/L
08/03/2009,10,FEET,20.3,DEGREES C,8.88,MG/L
08/03/2009,15,FEET,20.1,DEGREES C,8.88,MG/L
08/03/2009,20,FEET,19.8,DEGREES C,8.79,MG/L
08/03/2009,25,FEET,19.4,DEGREES C,8.74,MG/L
08/03/2009,30,FEET,15.5,DEGREES C,8.47,MG/L
08/03/2009,35,FEET,11.8,DEGREES C,.75,MG/L
08/03/2009,40,FEET,10.1,DEGREES C,.28,MG/L
08/03/2009,50,FEET,9.1,DEGREES C,.09,MG/L
08/03/2009,56,FEET,9.1,DEGREES C,.03,MG/L
08/24/2009,5,FEET,20.9,DEGREES C,8.82,MG/L
08/24/2009,10,FEET,20.7,DEGREES C,8.79,MG/L
08/24/2009,15,FEET,20.5,DEGREES C,8.76,MG/L
08/24/2009,20,FEET,20.3,DEGREES C,8.67,MG/L
08/24/2009,25,FEET,20,DEGREES C,8.51,MG/L
08/24/2009,30,FEET,16.7,DEGREES C,7.85,MG/L
08/24/2009,35,FEET,12.3,DEGREES C,.27,MG/L
08/24/2009,40,FEET,10.8,DEGREES C,.13,MG/L
08/24/2009,50,FEET,9.5,DEGREES C,.06,MG/L
08/24/2009,56,FEET,9.2,DEGREES C,.03,MG/L
09/08/2009,5,FEET,21.6,DEGREES C,8.95,MG/L
09/08/2009,10,FEET,20.8,DEGREES C,9.11,MG/L
09/08/2009,15,FEET,20.4,DEGREES C,9.2,MG/L
09/08/2009,20,FEET,19.9,DEGREES C,8.84,MG/L
09/08/2009,25,FEET,19.4,DEGREES C,8.34,MG/L
09/08/2009,30,FEET,17,DEGREES C,5,MG/L
09/08/2009,35,FEET,13.1,DEGREES C,.5,MG/L
09/08/2009,40,FEET,10.7,DEGREES C,.11,MG/L
09/08/2009,50,FEET,9.6,DEGREES C,.05,MG/L
09/08/2009,56,FEET,9.4,DEGREES C,.02,MG/L
09/24/2009,5,FEET,20.8,DEGREES C,9.12,MG/L
09/24/2009,10,FEET,20.6,DEGREES C,9.18,MG/L
09/24/2009,15,FEET,20.4,DEGREES C,9.08,MG/L
09/24/2009,20,FEET,20.3,DEGREES C,9.04,MG/L
09/24/2009,25,FEET,19.9,DEGREES C,8.69,MG/L
09/24/2009,30,FEET,16.8,DEGREES C,3.24,MG/L
09/24/2009,35,FEET,12.7,DEGREES C,.26,MG/L
09/24/2009,40,FEET,11.2,DEGREES C,.1,MG/L
09/24/2009,50,FEET,10,DEGREES C,.05,MG/L
09/24/2009,56,FEET,9.7,DEGREES C,.02,MG/L
10/09/2009,5,FEET,12,DEGREES C,8.79,MG/L
10/09/2009,10,FEET,13,DEGREES C,8.72,MG/L
10/09/2009,15,FEET,13,DEGREES C,8.68,MG/L
10/09/2009,20,FEET,13,DEGREES C,8.64,MG/L
10/09/2009,25,FEET,13,DEGREES C,8.62,MG/L
10/09/2009,30,FEET,13,DEGREES C,8.61,MG/L
10/09/2009,35,FEET,12.9,DEGREES C,8.29,MG/L
10/09/2009,40,FEET,12.7,DEGREES C,7.99,MG/L
10/09/2009,45,FEET,9.4,DEGREES C,.19,MG/L
10/09/2009,50,FEET,9,DEGREES C,.12,MG/L
10/09/2009,56,FEET,8.9,DEGREES C,.08,MG/L
04/19/2010,5,FEET,9.6,DEGREES C,10.89,MG/L
04/19/2010,10,FEET,9.2,DEGREES C,10.96,MG/L
04/19/2010,15,FEET,8.8,DEGREES C,10.97,MG/L
04/19/2010,20,FEET,8.4,DEGREES C,10.95,MG/L
04/19/2010,25,FEET,8.1,DEGREES C,10.76,MG/L
04/19/2010,30,FEET,8.1,DEGREES C,10.65,MG/L
04/19/2010,35,FEET,7.8,DEGREES C,10.47,MG/L
04/19/2010,40,FEET,7.7,DEGREES C,10.31,MG/L
04/19/2010,50,FEET,7.6,DEGREES C,10.05,MG/L
04/19/2010,56,FEET,7.3,DEGREES C,.21,MG/L
05/06/2010,5,FEET,12.3,DEGREES C,10.46,MG/L
05/06/2010,10,FEET,12.1,DEGREES C,10.46,MG/L
05/06/2010,15,FEET,12,DEGREES C,10.41,MG/L
05/06/2010,20,FEET,11.8,DEGREES C,10.4,MG/L
05/06/2010,25,FEET,11.6,DEGREES C,10.47,MG/L
05/06/2010,30,FEET,11,DEGREES C,10.41,MG/L
05/06/2010,35,FEET,9.2,DEGREES C,9.33,MG/L
05/06/2010,40,FEET,8.3,DEGREES C,7.29,MG/L
05/06/2010,50,FEET,8.1,DEGREES C,6.04,MG/L
05/06/2010,56,FEET,7.9,DEGREES C,.16,MG/L
05/17/2010,5,FEET,14.1,DEGREES C,10.39,MG/L
05/17/2010,10,FEET,12.6,DEGREES C,10.53,MG/L
05/17/2010,15,FEET,12.2,DEGREES C,10.53,MG/L
05/17/2010,20,FEET,11.8,DEGREES C,10.58,MG/L
05/17/2010,25,FEET,11.5,DEGREES C,10.56,MG/L
05/17/2010,30,FEET,11.3,DEGREES C,10.45,MG/L
05/17/2010,35,FEET,11,DEGREES C,9.98,MG/L
05/17/2010,40,FEET,10.1,DEGREES C,7.79,MG/L
05/17/2010,50,FEET,8.3,DEGREES C,1.43,MG/L
05/17/2010,56,FEET,8.1,DEGREES C,.12,MG/L
06/07/2010,5,FEET,18.8,DEGREES C,9.27,MG/L
06/07/2010,10,FEET,18.9,DEGREES C,9.2,MG/L
06/07/2010,15,FEET,16.9,DEGREES C,10.89,MG/L
06/07/2010,20,FEET,14.2,DEGREES C,10.91,MG/L
06/07/2010,25,FEET,13.3,DEGREES C,10.7,MG/L
06/07/2010,30,FEET,12.4,DEGREES C,10.33,MG/L
06/07/2010,35,FEET,11.6,DEGREES C,8.87,MG/L
06/07/2010,40,FEET,10.5,DEGREES C,4.2,MG/L
06/07/2010,50,FEET,9.3,DEGREES C,.17,MG/L
06/07/2010,56,FEET,9.2,DEGREES C,.09,MG/L
06/17/2010,5,FEET,19,DEGREES C,9.34,MG/L
06/17/2010,10,FEET,18.8,DEGREES C,9.51,MG/L
06/17/2010,15,FEET,18.3,DEGREES C,9.48,MG/L
06/17/2010,20,FEET,10,DEGREES C,9.6,MG/L
06/17/2010,25,FEET,14.2,DEGREES C,10.16,MG/L
06/17/2010,30,FEET,12.5,DEGREES C,8.95,MG/L
06/17/2010,35,FEET,11.7,DEGREES C,6.75,MG/L
06/17/2010,40,FEET,10.8,DEGREES C,2.71,MG/L
06/17/2010,50,FEET,9.7,DEGREES C,.16,MG/L
06/17/2010,56,FEET,9.4,DEGREES C,.07,MG/L
07/09/2010,5,FEET,24.7,DEGREES C,8.72,MG/L
07/09/2010,10,FEET,24.3,DEGREES C,8.72,MG/L
07/09/2010,15,FEET,23.1,DEGREES C,9.05,MG/L
07/09/2010,20,FEET,19.8,DEGREES C,10.21,MG/L
07/09/2010,25,FEET,15.4,DEGREES C,10.52,MG/L
07/09/2010,30,FEET,13.6,DEGREES C,8.69,MG/L
07/09/2010,35,FEET,11.8,DEGREES C,2.68,MG/L
07/09/2010,40,FEET,10.7,DEGREES C,.14,MG/L
07/09/2010,50,FEET,10,DEGREES C,.07,MG/L
07/09/2010,56,FEET,9.9,DEGREES C,.04,MG/L
07/25/2010,5,FEET,24.1,DEGREES C,8.86,MG/L
07/25/2010,10,FEET,24.3,DEGREES C,8.72,MG/L
07/25/2010,15,FEET,23.1,DEGREES C,9.05,MG/L
07/25/2010,20,FEET,19.8,DEGREES C,10.21,MG/L
07/25/2010,25,FEET,15.4,DEGREES C,10.52,MG/L
07/25/2010,30,FEET,13.6,DEGREES C,8.69,MG/L
07/25/2010,35,FEET,11.8,DEGREES C,2.68,MG/L
07/25/2010,40,FEET,10.7,DEGREES C,.14,MG/L
07/25/2010,50,FEET,10,DEGREES C,.07,MG/L
07/25/2010,56,FEET,9.9,DEGREES C,.04,MG/L
08/12/2010,5,FEET,26,DEGREES C,8.81,MG/L
08/12/2010,10,FEET,25.3,DEGREES C,9.03,MG/L
08/12/2010,15,FEET,24.8,DEGREES C,9.03,MG/L
08/12/2010,20,FEET,23.9,DEGREES C,8.97,MG/L
08/12/2010,25,FEET,19,DEGREES C,10.51,MG/L
08/12/2010,30,FEET,15.6,DEGREES C,7.71,MG/L
08/12/2010,35,FEET,12.9,DEGREES C,1.06,MG/L
08/12/2010,40,FEET,11.7,DEGREES C,.24,MG/L
08/12/2010,50,FEET,10.6,DEGREES C,.1,MG/L
08/12/2010,56,FEET,10.5,DEGREES C,.05,MG/L
08/23/2010,5,FEET,23.6,DEGREES C,9.03,MG/L
08/23/2010,10,FEET,23.2,DEGREES C,9.06,MG/L
08/23/2010,15,FEET,22.8,DEGREES C,9.1,MG/L
08/23/2010,20,FEET,22.5,DEGREES C,8.95,MG/L
08/23/2010,25,FEET,20.5,DEGREES C,9.59,MG/L
08/23/2010,30,FEET,15.5,DEGREES C,6.56,MG/L
08/23/2010,35,FEET,13.3,DEGREES C,.46,MG/L
08/23/2010,40,FEET,11.9,DEGREES C,.18,MG/L
08/23/2010,50,FEET,10.7,DEGREES C,.09,MG/L
08/23/2010,56,FEET,10.6,DEGREES C,.05,MG/L
09/12/2010,5,FEET,18.6,DEGREES C,9.03,MG/L
09/12/2010,10,FEET,18.5,DEGREES C,9.06,MG/L
09/12/2010,15,FEET,18.3,DEGREES C,9.06,MG/L
09/12/2010,20,FEET,18.2,DEGREES C,9.04,MG/L
09/12/2010,25,FEET,18.2,DEGREES C,9.01,MG/L
09/12/2010,30,FEET,18.1,DEGREES C,8.95,MG/L
09/12/2010,35,FEET,14.2,DEGREES C,.2,MG/L
09/12/2010,40,FEET,12.1,DEGREES C,.13,MG/L
09/12/2010,50,FEET,10.9,DEGREES C,.08,MG/L
09/12/2010,56,FEET,10.7,DEGREES C,.06,MG/L
10/05/2010,5,FEET,14.2,DEGREES C,9.2,MG/L
10/05/2010,10,FEET,14.1,DEGREES C,9.11,MG/L
10/05/2010,15,FEET,14,DEGREES C,8.94,MG/L
10/05/2010,20,FEET,14,DEGREES C,8.86,MG/L
10/05/2010,25,FEET,14,DEGREES C,8.72,MG/L
10/05/2010,30,FEET,14,DEGREES C,8.6,MG/L
10/05/2010,35,FEET,14,DEGREES C,8.52,MG/L
10/05/2010,40,FEET,13.6,DEGREES C,6.91,MG/L
10/05/2010,50,FEET,10.5,DEGREES C,.22,MG/L
10/05/2010,56,FEET,10.3,DEGREES C,.13,MG/L
05/03/2011,,,4.5,C,10.9,MG/L
05/11/2011,5,FEET,9.4,DEGREES C,11.16,MG/L
05/11/2011,10,FEET,9.1,DEGREES C,11.22,MG/L
05/11/2011,15,FEET,8.9,DEGREES C,11.24,MG/L
05/11/2011,20,FEET,8.3,DEGREES C,11.23,MG/L
05/11/2011,25,FEET,7.8,DEGREES C,11.23,MG/L
05/11/2011,30,FEET,7.2,DEGREES C,11.12,MG/L
05/11/2011,35,FEET,6.8,DEGREES C,10.97,MG/L
05/11/2011,40,FEET,6.3,DEGREES C,10.84,MG/L
05/11/2011,50,FEET,5.9,DEGREES C,10.04,MG/L
05/11/2011,56,FEET,5.8,DEGREES C,.19,MG/L
06/01/2011,,,15.0,C,3.3,MG/L
06/08/2011,5,FEET,22,DEGREES C,9.04,MG/L
06/08/2011,10,FEET,21.6,DEGREES C,9.1,MG/L
06/08/2011,15,FEET,17.2,DEGREES C,10.15,MG/L
06/08/2011,20,FEET,14.7,DEGREES C,10.74,MG/L
06/08/2011,25,FEET,11.8,DEGREES C,11.4,MG/L
06/08/2011,30,FEET,9.3,DEGREES C,11.34,MG/L
06/08/2011,35,FEET,7.9,DEGREES C,9.41,MG/L
06/08/2011,40,FEET,6.7,DEGREES C,4.6,MG/L
06/08/2011,50,FEET,6.2,DEGREES C,.81,MG/L
06/08/2011,56,FEET,6.2,DEGREES C,0,MG/L
06/25/2011,5,FEET,19.2,DEGREES C,9.18,MG/L
06/25/2011,10,FEET,18.7,DEGREES C,9.16,MG/L
06/25/2011,15,FEET,18.5,DEGREES C,9.12,MG/L
06/25/2011,20,FEET,17.3,DEGREES C,9.47,MG/L
06/25/2011,25,FEET,11.2,DEGREES C,11.71,MG/L
06/25/2011,30,FEET,9.4,DEGREES C,10.96,MG/L
06/25/2011,35,FEET,7.9,DEGREES C,6.33,MG/L
06/25/2011,40,FEET,6.9,DEGREES C,1.29,MG/L
06/25/2011,50,FEET,6.5,DEGREES C,.06,MG/L
06/25/2011,56,FEET,6.5,DEGREES C,0,MG/L
07/25/2011,5,FEET,25.6,DEGREES C,8.21,MG/L
07/25/2011,10,FEET,25.5,DEGREES C,8.22,MG/L
07/25/2011,15,FEET,25.2,DEGREES C,8.21,MG/L
07/25/2011,20,FEET,19.9,DEGREES C,9.38,MG/L
07/25/2011,25,FEET,14.2,DEGREES C,10.7,MG/L
07/25/2011,30,FEET,10.9,DEGREES C,9.43,MG/L
07/25/2011,35,FEET,8.6,DEGREES C,3.29,MG/L
07/25/2011,40,FEET,7.4,DEGREES C,.06,MG/L
07/25/2011,50,FEET,7,DEGREES C,0,MG/L
07/25/2011,56,FEET,6.9,DEGREES C,0,MG/L
07/25/2011,,,25.3,C,0.2,MG/L
08/11/2011,5,FEET,23.4,DEGREES C,8.59,MG/L
08/11/2011,10,FEET,23.2,DEGREES C,8.58,MG/L
08/11/2011,15,FEET,23,DEGREES C,8.51,MG/L
08/11/2011,20,FEET,21.8,DEGREES C,9.4,MG/L
08/11/2011,25,FEET,14.6,DEGREES C,11.19,MG/L
08/11/2011,30,FEET,11.4,DEGREES C,9.06,MG/L
08/11/2011,35,FEET,8.8,DEGREES C,1.9,MG/L
08/11/2011,40,FEET,7.7,DEGREES C,.05,MG/L
08/11/2011,50,FEET,7,DEGREES C,0,MG/L
08/11/2011,56,FEET,7,DEGREES C,0,MG/L
09/06/2011,,,21.8,C,0.0,MG/L
09/07/2011,5,FEET,20.6,DEGREES C,8.91,MG/L
09/07/2011,10,FEET,20.6,DEGREES C,8.88,MG/L
09/07/2011,15,FEET,20.5,DEGREES C,8.82,MG/L
09/07/2011,20,FEET,20.4,DEGREES C,8.72,MG/L
09/07/2011,25,FEET,17,DEGREES C,10.53,MG/L
09/07/2011,30,FEET,12,DEGREES C,7.82,MG/L
09/07/2011,35,FEET,9.2,DEGREES C,.34,MG/L
09/07/2011,40,FEET,8.1,DEGREES C,.05,MG/L
09/07/2011,50,FEET,7.2,DEGREES C,0,MG/L
09/07/2011,56,FEET,7.2,DEGREES C,0,MG/L
09/19/2011,5,FEET,17.4,DEGREES C,9.1,MG/L
09/19/2011,10,FEET,17.3,DEGREES C,9.08,MG/L
09/19/2011,15,FEET,17.2,DEGREES C,9.01,MG/L
09/19/2011,20,FEET,17.2,DEGREES C,8.97,MG/L
09/19/2011,25,FEET,17.1,DEGREES C,8.91,MG/L
09/19/2011,30,FEET,13.9,DEGREES C,8.19,MG/L
09/19/2011,35,FEET,9.8,DEGREES C,.92,MG/L
09/19/2011,40,FEET,8.2,DEGREES C,.06,MG/L
09/19/2011,50,FEET,7.4,DEGREES C,0,MG/L
09/19/2011,56,FEET,7.4,DEGREES C,0,MG/L
10/25/2011,,,10.0,C,0.3,MG/L
03/08/2012,,,0.7,C,0.4,MG/L
04/13/2012,5,FEET,46.1,DEGREES F,10.93,MG/L
04/13/2012,10,FEET,46.1,DEGREES F,11.11,MG/L
04/13/2012,15,FEET,45.9,DEGREES F,11.08,MG/L
04/13/2012,20,FEET,45.8,DEGREES F,11.08,MG/L
04/13/2012,25,FEET,45.6,DEGREES F,11.04,MG/L
04/13/2012,30,FEET,45.5,DEGREES F,11.02,MG/L
04/13/2012,35,FEET,45.3,DEGREES F,10.94,MG/L
04/13/2012,40,FEET,44.7,DEGREES F,10.79,MG/L
04/13/2012,50,FEET,44.4,DEGREES F,10.31,MG/L
04/13/2012,56,FEET,44.4,DEGREES F,.15,MG/L
05/31/2012,5,FEET,64.4,DEGREES F,9.17,MG/L
05/31/2012,10,FEET,63.7,DEGREES F,9.24,MG/L
05/31/2012,15,FEET,63.5,DEGREES F,9.22,MG/L
05/31/2012,20,FEET,62,DEGREES F,9.66,MG/L
05/31/2012,25,FEET,56.6,DEGREES F,10.89,MG/L
05/31/2012,30,FEET,52.6,DEGREES F,10.44,MG/L
05/31/2012,35,FEET,50.3,DEGREES F,8.34,MG/L
05/31/2012,40,FEET,49.3,DEGREES F,4.9,MG/L
05/31/2012,50,FEET,48,DEGREES F,.15,MG/L
05/31/2012,56,FEET,47.9,DEGREES F,.06,MG/L
07/11/2012,5,FEET,78.4,DEGREES F,8.34,MG/L
07/11/2012,10,FEET,78.4,DEGREES F,8.28,MG/L
07/11/2012,15,FEET,77.8,DEGREES F,8.46,MG/L
07/11/2012,20,FEET,70.3,DEGREES F,9.6,MG/L
07/11/2012,25,FEET,63.4,DEGREES F,10.76,MG/L
07/11/2012,30,FEET,56.1,DEGREES F,9.47,MG/L
07/11/2012,35,FEET,52.3,DEGREES F,3.14,MG/L
07/11/2012,40,FEET,50.1,DEGREES F,.09,MG/L
07/11/2012,50,FEET,49.2,DEGREES F,.03,MG/L
07/11/2012,56,FEET,49.1,DEGREES F,0,MG/L
07/25/2012,5,FEET,78.6,DEGREES F,8.11,MG/L
07/25/2012,10,FEET,78.5,DEGREES F,8.08,MG/L
07/25/2012,15,FEET,78.4,DEGREES F,8.01,MG/L
07/25/2012,20,FEET,75.1,DEGREES F,8.85,MG/L
07/25/2012,25,FEET,64.2,DEGREES F,10.68,MG/L
07/25/2012,30,FEET,59.2,DEGREES F,9.99,MG/L
07/25/2012,35,FEET,52.9,DEGREES F,2.16,MG/L
07/25/2012,40,FEET,50.3,DEGREES F,.22,MG/L
