Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Whitefish Lake,Douglas,2694000,NO,16,,163389,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/04/1998,,,,,,,,,,,,,
1,04/21/1998,,,,1.13,,,,36,,,,,
1,06/10/1998,,,,1.9,,,,40,,,,,
1,07/09/1998,,,,1.17,5,,41,36,,,,,
1,08/12/1998,,,,1.57,,,,38,,,,,
08/19/2008,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/19/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/11/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/14/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/24/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/27/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/27/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/19/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/24/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/24/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/19/2010,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/19/2010,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/22/2010,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/23/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/02/2010,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/02/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/17/2010,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/17/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/08/2011,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/08/2011,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/18/2011,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/18/2011,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/30/2011,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/30/2011,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/26/2012,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/02/2012,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/20/2012,Data Collectors,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/29/2012,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/23/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/27/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/03/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/25/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/26/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/29/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/30/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/09/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/09/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/23/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/02/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/04/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/20/2015,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/29/2015,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/29/2015,Sandy and Fred Anderson,Citizen Lake Monitoring Network QA/QC - 2015
08/12/2015,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/18/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/25/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/24/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/31/2017,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/31/2017,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/16/2017,Laura McCormick,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/16/2017,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
