Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Island Lake,Chippewa,1887500,WC,9,,093140,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/02/1994,,,,1.53,8,,44,38,,,,,
10/22/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/16/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/27/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/12/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/09/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/23/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/13/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/18/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/04/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/24/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/09/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/16/2002,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/29/2003,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/29/2003,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/29/2003,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/18/2003,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/29/2003,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/22/2003,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/06/2004,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/12/2004,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/22/2004,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/11/2004,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/29/2005,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/29/2005,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/28/2005,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/18/2005,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/29/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/14/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/30/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/17/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/15/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/29/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/24/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/15/2006,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/12/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/09/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/27/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/29/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/29/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/22/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/31/2007,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/12/2008,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/18/2008,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/07/2008,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/22/2008,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/22/2008,Pat McKearn,Citizen Lake Monitoring Network QA/QC - 2008
08/25/2008,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/20/2008,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/22/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/24/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/03/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/05/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/31/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/30/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/30/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
11/08/2009,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/15/2010,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/30/2010,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/30/2010,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/28/2010,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/25/2010,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/26/2010,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/25/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/05/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/20/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/20/2011,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/20/2011,Pat McKearn- Richard Smith,Citizen Lake Monitoring Network QA/QC - 2011
07/31/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/31/2011,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/27/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/27/2011,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/30/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/29/2011,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
03/25/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
03/25/2012,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/29/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/28/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/24/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/22/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/22/2012,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/31/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/31/2012,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/25/2012,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/12/2013,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/24/2013,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/29/2013,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/30/2013,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/30/2013,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/11/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/30/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/17/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/21/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/26/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/26/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/27/2014,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/13/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/22/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/27/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/21/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/26/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/29/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/13/2015,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/17/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/18/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/17/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/28/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/24/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/07/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/31/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/30/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
11/02/2016,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/12/2017,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/06/2017,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/23/2017,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/27/2017,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/04/2017,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/09/2017,Pat McKearn- Richard Smith,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
