Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Silver Lake,Forest,555700,NO,21,,213017,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190649,06/08/1992,13,NO,4,,,40,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/14/1992,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/24/1992,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/04/1992,9.5,NO,2.9,,,45,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/13/1992,11,NO,3.3,,,43,,,ABOUT 6" ABOVE NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
09/05/2006,sunny- calm- lake level down 15" since spring- top of weeds @ 14ft @ test site air temp. 71F- no boats on lake
10/25/2006,Sunny. Calm. No boats on lake. 1 Loon on lake. Air temp. 42.5 degrees. Lake is 18" lower since ice out.
04/30/2007,2 cormorants on lake. Partly high thin clouds. 0-5 MPH east wind. Air temp. 69 degrees. Lake is 18 inches below normal.
06/01/2007,Variable clouds. 0-5 MPH North wind. Air temp. - 72.4 degrees. 2 fishing boats on lake. Lake is 15 inches below normal.
06/23/2007,Clear sky. 5-10 MPH SW wind. 6 fishing boats and 2 pleasure boats on lake. Heavy algae bloom. Lake 15" below normal. Air temperature - 71 degrees.
07/16/2007,Clear sky. 0-5 MPH WSW wind. 2 fishing boats on lake. Lake 17" low. Algae bloom started yesterday.
07/25/2007,Partly cloudy. 0-5 MPH NNW wind. 1 fishing- 2 pleasure boats on lake. 2 loons on lake. Air temp. - 79 degrees. Lake is 21" low. 
08/08/2007,Sunny. 0-5 MPH NNE wind. Air temp. - 70.1 degrees. lake 24" low. No watercraft on lake. 1 loon on lake.
09/03/2007,Sunny. Calm. 1 water skier- 4 fishing boats- 1 pleasure boat and 1 loon on lake. Lake is 24" below normal.
05/09/2008,Partly high thin clouds. 0-5 MPH variable SE to NW winds. No boats on lake. Air temp. - 60 degrees. Lake is 14" low.
06/24/2008,Variable clouds. 5-15 MPH SW wind. 1 fishing boat- 2 pleasure boats- 1 paddle boat on lake. Air temperature - 75 degrees. Lake is 12" low.
07/23/2008,Clear. 0-5 MPH variable winds. 4 loons on lake. Moderate algae bloom. 2 fishing boats and 2 pleasure boats on lake. Lake is 15" low.
08/25/2008,Clear. 0-5MPH variable wind. Moderate algae bloom. 1 fishing boat on lake. 1 loon on lake. Lake is 21" low. We have had as many as 6 loons swimming together in the late afternoon at times. Usually only have 4 loons swimming together in late afternoon most times.
10/11/2008,Clear. 0-5 MPH SSE wind. 1 fishing boat on lake. Air temp. - 60 degrees. Lake is 24" low.
05/04/2009,Sunny. 0-5 MPH variable wind. Air temp. - 64 degrees. Lake is 18 inches below normal.
06/21/2009,Partly high thin clouds. 0-5 MPH variable winds.Air temp. - 84 degrees. 2 pleasure boats- 1 paddle boat- 2 fishing boats- 1 jet ski- 4 kayaks and two loons on lake. Lots of floating globular algae around lake. Lake is 18 inches below normal.
07/20/2009,Partly cloudy. Variable 0-5 MPH wind. Air temp. - 72 degrees. 2 pleasure boats and 3 loons on lake. Moderate algae bloom. Lake is 21" below normal.
08/23/2009,Calm winds. Clear skies. Lake is 24" below normal. Air temp. - 67.5 degrees. Moderate algae bloom. 2 PWC- 2 pleasure boats- 3 fishing boats and 2 loons on lake.
09/17/2009,Clear sky. SW wind 5-10MPH. Air temperature - 66.5 degrees. 1 fishing boat and 1 loon on lake. Lake is 24" below normal.
04/11/2010,Sunny. Gusting West Wind 5-15 MPH. Air temp. - 58 degrees. 1 pleasure boat on lake. Shoreline owners blowing leaves off of lawns into lake causing lots of debris in top three feet of water column.
05/29/2010,Clear. Calm. Lake is 24" below normal. 6 fishing boats- 3 pleasure boats and 1 PWC on lake. Air Temperature - 76.5
06/30/2010,Clear sky. 5 MPH N wind. Lake is 22" low. Air temp. - 69 degrees. 2 pleasure boats on lake.
07/26/2010,Partly cloudy. 5 MPH SW wind. Air temp. - 77 degrees. 1 fishing boat- 1 pleasure boat and 2 kayaks on lake.Have not seen any loons on lake for the last three weeks. Lake is 12" low. Heavy algae bloom. Lake now has Eurasian Water Milfoil in two sections of the lake.
08/23/2010,Mostly sunny. 0-5 MPH SW wind. Air Temp. - 77 degrees. Lake is 12" low. 1 fishing boat- 1 pleasure boat and 1 loon on lake. Heavy algae bloom.
05/08/2011,Few Hi-Cirrus clouds. 5-10 MPH SE wind. 1 fishing boat on lake. Water level is 12" below normal.
06/26/2011,Clear. SSW wind 5-10 MPH. Air Temp. 74 degrees. 1 fishing boat - 1 pontoon boat - 1 PWC on lake. Lake is 8" below normal. Clear. SSW wind 5-10 MPH. Air Temp. 74 degrees. 1 fishing boat - 1 pontoon boat - 1 PWC on lake. Lake is 8" below normal. Large algae bloom.
07/26/2011,Mostly clear. 5-10 MPH North wind. Lake is 12" below normal.  1 fishing boat- 1 PWC- 1 pontoon boat- 1 pleasure boat pulling tubers and 1 pleasure boat pulling water skiers on lake. Air temp. - 73.7 degrees.
08/22/2011,Mostly clear. 5-10 MPH west wind. Lake is 14" below normal. Air temperature - 71 degrees. 1 pleasure boat on lake with water skiers. Heavy algae bloom.
09/17/2011,Clouds 50/50. SE wind - 7-12 MPH. Air temp. - 50 degrees. Lake is 14" low. 1 pontoon boat- 1 fishing boat- 2 work boats (hand-pulling EWM) and 1 loon on lake.
10/27/2011,Clouds 50/50. NNW wind at 0-5 MPH.Air temperature - 42 degrees. Lake is 17" low. No boats or loons on lake today.
04/04/2012,Clear sky. 5-10 MPH N wind. 1 DNR fisheries boat on lake. 2 Hooded Mergansers and 6 Common Mergansers on lake. Lake is 1' below normal.
06/22/2012,Partly cloudy. Wind - SW 0-5 mph. Air temp. - 70 degrees. 2 pontoons- 2 pleasure boats and 1 fishing boat on lake. Lake is 18" below normal.
07/28/2012,Sunny. 0-5MPH variable wind. 2-PWC- 2-pleasure boats-1-canoe- 1 loon on lake. Lake is 12" below normal.
08/30/2012,Clear skies.   SW wind - 5-15MPH   Lake is 18" below normal.   Air temp. - 81.5 degrees.   2 pleasure boats and 1 water skiing boat on lake.   There has been one loon with two chicks on the lake the last 45 days.
05/13/2013,CLEAR + SUNNY. 0-5 MPH VARIABLE WIND. 2 LOONS ON LAKE. NO BOATS ON LAKE..
06/19/2013,Mostly sunny. 0-5 MPH variable wind. Air temp. 74 degrees. 1 pleasure boat tubing- 1 fishing boat on lake. Lake is 9 inches below normal.
07/03/2013,Mostly sunny. 0-5 MPH variable wind. Air temp. - 73 degrees. Lake is 8 inches low. 2 pleasure boats pulling tubes. 2 fishing boats. 1 pontoon boat. 2 kayaks. Moderate algae bloom.
07/29/2013,Mostly sunny. 0-5 MPH variable wind. Air temp. - 73 degrees. 2 pleasure boates- 1 pontoon boat- 1 paddle surfer- 2 people on a swimming raft crossing lake. Lake is 8 inches low.
08/20/2013,Mostly sunny. Variable S - SW 5 MPH gusting to 10 MPH wind. 2 loons- 2 pleasure boats- 1 pontoon boat on lake. Air tempurature - 75 degrees.  Before I did these tests- there were three boats out helping with hand-pulling EWM.
05/24/2014,Mostly sunny. Variable winds 0-5 MPH. 6 pontoons- 2 fishing boats- 4 recreational boats- 3 PWC- i paddle board on lake. Light algae bloom. Air tempurature - 79 degrees.
06/26/2014,Air temp. - 76 degrees. 05-MPH ESE wind. 2 pleasure boats- 1 fishing boat- 1 pontoon boat- 1 PWC and 2 loons on lake. Partly to mostly cloudy. Waited until sun came out from under a cloud when I made the seechi depth test.
07/23/2014,Air Temp. - 72 degrees. 5-10 MPH North wind. Lake is 8 inches below normal level. Partly/Mostly cloudy. 2 fishing boats- 1 water ski boat- 1 pontoon boat- 1 boat from Onterra doing Point Intersect study on lake.
08/25/2014,Air temp. - 73.4 degrees. SW wind 5-10 MPH.Partly cloudy high thin clouds. No boats on lake. No loons on lake. High small algae bloom. I have never seen the lake so murky in many years as it is this year. Lake is 8.5" below normal.
10/11/2014,Lake is 6" below normal. 7 fishing boats on lake fishing for Musky. 2 loons on lake. Clear and sunny. 0-5 MPH West wind.
This year has been the worst year that I can remember for waterm clarity. The lake seems to have had a continuous algae bloom all summer long. When standing on my pier- the water is about five feet deep and you could never see the bottom through clear water. There was never any large floating algae- just small micro particles all the way down in the water coulumn.
04/26/2015,No boats on lake. Lots of ducks flying around lake this Spring.
06/24/2015,No loons on lake. One pontoon boat cruising around shoreline.
07/23/2015,Moderate algae bloom. Variable direction wind 0-5 MPH. 1 pontoon- 1 pleasure boat and 1 loon on lake. Could not find Pale-yellow Iris on North shore of lake.
08/27/2015,Mostly clear sky. Air temperature - 73.7 Degrees. 0-5 MPH SW wind. One loon with a juvenile swimming near boat landing. 1 Pontoon and 1 pleasure boat pulling tubers on lake.
09/26/2015,SE wind - 5-10 MPH. Clear skies. Air temp. - 74.6 degrees. 1 loon and 6 fishing boats on lake. Weeds are very sparse this year at the Deep Hole.
10/18/2015,Variable 0-5 MPH wind. Clear sky. Air temp. - 54.2. Two pontoon boats on lake. Two loons on lake. This his the first time since I started doing Self-Help Testing- that I did not pull up one weeds of any kind on my anchor when I pulled it up after finishing my tests. The weeds have been very sparse and not as high this year. Again we had the milky looking and constant algea in the lake. Water temperatures did not get up into the normal or high temperature range during the summer.

Lake has truned over. Only .5 degrees between top and bottom temperature.
04/23/2016,Partly high thin clouds. Variable direction 0-5 MPH winds. Air Temperature - 57 degrees. No boats on lake. There have been two loons on the lake this past week.
05/22/2016,Partly high thin clouds. Variable direction 5-10 MPH winds. Air temperature - 83.4 degrees. 3 fishing boats- 1 pontoon boat fishing and 1 pontoon just cruising around the lake. No loons observed.
06/24/2016,Sunny. 0-5MPH wind. Air temperature - 74 degrees. Moderate algae bloom. 1 pontoon fishing and 1 PWC on lake.
07/22/2016,Clear sky. 5-10MPH variable direction wind. Air temperature - 85.2 degrees. 1 pontoon- 1 PWC- 1 fishing boat on lake. Had to tow in one boat that signaled for help. Was out from boat landing about 500 feet. Engine quit running and asked if his plug was in the transom. He said yes. The bilge pump was running all the way i and asked him again if the plug was in. He looked this time and said that it was not. They had a hard time getting the boat on the trailer and finally left. When I left- it showed that the bilge pump was pumping out water for about 1/4 mile and the bilge was draining out for about 1/2 mile/
08/28/2016,Air Temperature - 78.2 degrees. Mostly clear skies. Variable direction winds - 0-5 MPH. 3 fishing boats- 1 pontoon boat- 1 pleasure boat- 1 PWC on lake. Light algae bloom.




Start Date,Group Name,Project Name
06/08/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/14/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/24/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/04/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/13/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/21/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/27/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/08/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/14/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/21/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/04/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/14/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/23/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/02/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/12/1992,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/09/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/16/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/28/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/07/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/15/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/23/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/30/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/07/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/21/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/06/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/12/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/04/1993,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/07/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/14/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/20/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/30/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/08/1994,Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/17/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/28/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/10/1994,Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/19/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/02/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/10/1994,Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/26/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/10/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/21/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/03/1994,Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/13/1994,Francis Sturzl,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/05/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/29/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/11/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/28/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/21/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/10/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/17/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/02/1995,Edwin Marshman- Francis Sturzl And Neal Joppa,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/05/1996,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/25/1996,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/03/1996,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/16/1996,Edwin Marshman And Karl Karinz,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/24/1996,Edwin Marshman And Robert Roth,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/01/1996,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/20/1996,Dan And Marge Kazmierczak and Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/10/1996,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/01/1997,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/22/1997,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/07/1997,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/19/1997,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/01/1997,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/05/1998,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/17/1998,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/26/1998,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/01/1998,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/08/1998,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/16/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/22/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/29/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/12/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/20/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/26/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/02/1998,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/08/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/18/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/21/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/29/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/10/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/12/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/20/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/27/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/10/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/19/1999,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/24/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/31/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/07/1999,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/31/2000,Edwin Marshman,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/08/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/24/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/30/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/05/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/13/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/18/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/19/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/14/2000,Data Collectors,Lake Baseline Monitoring- DNR (1970s-2006)
08/23/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/29/2000,Edwin Marshman And Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/17/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/30/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/16/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/24/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/04/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/17/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/19/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/02/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/20/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/17/2001,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/05/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/17/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/05/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/11/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/19/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/23/2002,Allen Bluhm and Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/19/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/07/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/28/2002,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/23/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/26/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/20/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/08/2003,Allen Bluhm and Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/23/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/25/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/08/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/07/2003,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/01/2004,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/23/2004,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/19/2004,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/14/2004,Allen Bluhm and Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/22/2004,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/11/2004,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/21/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/25/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/22/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/13/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/15/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/31/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/15/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/28/2005,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/27/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/23/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/15/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/30/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/18/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/04/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/22/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/05/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/25/2006,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/30/2007,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/01/2007,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/23/2007,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/16/2007,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/25/2007,Allen Bluhm and Jim Wrath,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
