Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Alva Lake,Oneida,968100,NO,44,,443053,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/12/1979,,,,2.21,,,,41,,,,,
8189805,08/17/1989,10.75,NO,3.3,,,43,,,,,,GREEN,2-Very minor aesthetic problems
8189805,09/02/1989,10.75,NO,3.3,,,43,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,09/15/1989,11.25,NO,3.4,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,10/01/1989,8.25,NO,2.5,,,47,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,10/13/1989,7.25,NO,2.2,,,49,,,,,,GREEN,2-Very minor aesthetic problems
8189805,04/21/1990,8.5,NO,2.6,,,46,,,LOW,,,GREEN,2-Very minor aesthetic problems
8189805,05/03/1990,10.5,NO,3.2,,,43,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,05/21/1990,8.5,NO,2.6,,,46,,,LOW,,,BLUE,2-Very minor aesthetic problems
8189805,06/07/1990,16.75,NO,5.1,,,37,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,06/25/1990,14.5,NO,4.4,,,39,,,LOW,,,BLUE,2-Very minor aesthetic problems
08/22/2007,20,FEET,70.5,DEGREES F,12,MG/L
08/22/2007,25,FEET,70.5,DEGREES F,12,MG/L
08/22/2007,30,FEET,68.9,DEGREES F,5,MG/L
08/22/2007,33,FEET,58.1,DEGREES F,1,MG/L
09/26/2007,3,FEET,63.8,DEGREES F,12,MG/L
09/26/2007,6,FEET,64,DEGREES F,12,MG/L
09/26/2007,9,FEET,64,DEGREES F,12,MG/L
09/26/2007,12,FEET,63.8,DEGREES F,12,MG/L
09/26/2007,15,FEET,63.8,DEGREES F,12,MG/L
09/26/2007,20,FEET,63.8,DEGREES F,12,MG/L
09/26/2007,25,FEET,63.6,DEGREES F,12,MG/L
09/26/2007,30,FEET,63.3,DEGREES F,12,MG/L
09/26/2007,33,FEET,63.1,DEGREES F,5,MG/L
05/06/2008,3,FEET,46,DEGREES F,12,MG/L
05/06/2008,6,FEET,45.3,DEGREES F,12,MG/L
05/06/2008,9,FEET,45.3,DEGREES F,12,MG/L
05/06/2008,12,FEET,44.9,DEGREES F,12,MG/L
05/06/2008,15,FEET,44.9,DEGREES F,12,MG/L
05/06/2008,20,FEET,44.6,DEGREES F,12,MG/L
05/06/2008,25,FEET,43.8,DEGREES F,12,MG/L
05/06/2008,30,FEET,43.5,DEGREES F,12,MG/L
05/06/2008,34,FEET,43.3,DEGREES F,12,MG/L
06/24/2008,3,FEET,68.7,DEGREES F,12,MG/L
06/24/2008,6,FEET,68,DEGREES F,12,MG/L
06/24/2008,9,FEET,67.8,DEGREES F,12,MG/L
06/24/2008,12,FEET,67.4,DEGREES F,12,MG/L
06/24/2008,15,FEET,66.9,DEGREES F,12,MG/L
06/24/2008,20,FEET,65.3,DEGREES F,12,MG/L
06/24/2008,25,FEET,58.8,DEGREES F,12,MG/L
06/24/2008,30,FEET,55.2,DEGREES F,12,MG/L
06/24/2008,34,FEET,52.8,DEGREES F,12,MG/L
07/29/2008,3,FEET,74.4,DEGREES F,12,MG/L
07/29/2008,6,FEET,73.7,DEGREES F,12,MG/L
07/29/2008,9,FEET,73.5,DEGREES F,12,MG/L
07/29/2008,12,FEET,73.4,DEGREES F,12,MG/L
07/29/2008,15,FEET,73.4,DEGREES F,12,MG/L
07/29/2008,20,FEET,73.4,DEGREES F,12,MG/L
07/29/2008,25,FEET,69,DEGREES F,12,MG/L
07/29/2008,30,FEET,60.8,DEGREES F,6,MG/L
07/29/2008,33,FEET,56.6,DEGREES F,3,MG/L
09/03/2008,3,FEET,71.4,DEGREES F,12,MG/L
09/03/2008,6,FEET,71.7,DEGREES F,12,MG/L
09/03/2008,9,FEET,71.9,DEGREES F,12,MG/L
09/03/2008,12,FEET,71.9,DEGREES F,12,MG/L
09/03/2008,15,FEET,71.9,DEGREES F,12,MG/L
09/03/2008,20,FEET,71.9,DEGREES F,12,MG/L
09/03/2008,25,FEET,71.4,DEGREES F,12,MG/L
09/03/2008,30,FEET,69,DEGREES F,6,MG/L
09/03/2008,33,FEET,65.7,DEGREES F,2,MG/L
05/18/2009,3,FEET,53.6,DEGREES F,12,MG/L
05/18/2009,6,FEET,53.6,DEGREES F,12,MG/L
05/18/2009,9,FEET,52.6,DEGREES F,12,MG/L
05/18/2009,12,FEET,53.6,DEGREES F,12,MG/L
05/18/2009,15,FEET,53.6,DEGREES F,10,MG/L
05/18/2009,20,FEET,53.4,DEGREES F,10,MG/L
05/18/2009,25,FEET,52.8,DEGREES F,10,MG/L
05/18/2009,30,FEET,50.9,DEGREES F,10,MG/L
05/18/2009,33,FEET,49.2,DEGREES F,8,MG/L
06/23/2009,3,FEET,75.2,DEGREES F,12,MG/L
06/23/2009,6,FEET,72.8,DEGREES F,12,MG/L
06/23/2009,9,FEET,71.4,DEGREES F,12,MG/L
06/23/2009,12,FEET,68,DEGREES F,12,MG/L
06/23/2009,15,FEET,65.1,DEGREES F,12,MG/L
06/23/2009,20,FEET,62.2,DEGREES F,12,MG/L
06/23/2009,25,FEET,61.3,DEGREES F,12,MG/L
06/23/2009,30,FEET,60,DEGREES F,6,MG/L
06/23/2009,33,FEET,58.4,DEGREES F,3,MG/L
07/27/2009,3,FEET,71.6,DEGREES F,12,MG/L
07/27/2009,6,FEET,70.8,DEGREES F,12,MG/L
07/27/2009,9,FEET,70.1,DEGREES F,12,MG/L
07/27/2009,12,FEET,70.1,DEGREES F,12,MG/L
07/27/2009,15,FEET,69.9,DEGREES F,12,MG/L
07/27/2009,20,FEET,69.6,DEGREES F,12,MG/L
07/27/2009,25,FEET,67.8,DEGREES F,10,MG/L
07/27/2009,30,FEET,65.1,DEGREES F,3,MG/L
07/27/2009,33,FEET,61.7,DEGREES F,2,MG/L
09/01/2009,3,FEET,67.2,DEGREES F,12,MG/L
09/01/2009,6,FEET,67.4,DEGREES F,12,MG/L
09/01/2009,9,FEET,67.4,DEGREES F,12,MG/L
09/01/2009,12,FEET,67.4,DEGREES F,12,MG/L
09/01/2009,15,FEET,67.4,DEGREES F,12,MG/L
09/01/2009,20,FEET,67.2,DEGREES F,12,MG/L
09/01/2009,25,FEET,67.2,DEGREES F,12,MG/L
09/01/2009,30,FEET,67.1,DEGREES F,12,MG/L
09/01/2009,32,FEET,66.3,DEGREES F,8,MG/L
10/20/2009,3,FEET,50.3,DEGREES F,,
10/20/2009,6,FEET,50.1,DEGREES F,,
10/20/2009,9,FEET,50,DEGREES F,,
10/20/2009,12,FEET,49.8,DEGREES F,,
10/20/2009,15,FEET,49.8,DEGREES F,,
10/20/2009,20,FEET,49.8,DEGREES F,,
10/20/2009,25,FEET,49.8,DEGREES F,,
10/20/2009,30,FEET,49.8,DEGREES F,,
10/20/2009,32,FEET,49.6,DEGREES F,,
05/17/2010,3,FEET,57.9,DEGREES F,12,MG/L
05/17/2010,6,FEET,56.4,DEGREES F,12,MG/L
05/17/2010,9,FEET,54.8,DEGREES F,12,MG/L
05/17/2010,12,FEET,54.6,DEGREES F,12,MG/L
05/17/2010,15,FEET,54.3,DEGREES F,12,MG/L
05/17/2010,20,FEET,53.7,DEGREES F,12,MG/L
05/17/2010,25,FEET,53.6,DEGREES F,12,MG/L
05/17/2010,30,FEET,53.4,DEGREES F,12,MG/L
05/17/2010,32,FEET,53.2,DEGREES F,12,MG/L
06/29/2010,3,FEET,71.2,DEGREES F,12,MG/L
06/29/2010,6,FEET,71.2,DEGREES F,12,MG/L
06/29/2010,9,FEET,71.2,DEGREES F,12,MG/L
06/29/2010,12,FEET,71.2,DEGREES F,12,MG/L
06/29/2010,15,FEET,71.2,DEGREES F,12,MG/L
06/29/2010,20,FEET,66.5,DEGREES F,12,MG/L
06/29/2010,25,FEET,62.2,DEGREES F,10,MG/L
06/29/2010,30,FEET,60.2,DEGREES F,8,MG/L
06/29/2010,33,FEET,58.4,DEGREES F,3,MG/L
07/27/2010,3,FEET,76.2,DEGREES F,12,MG/L
07/27/2010,6,FEET,75.9,DEGREES F,12,MG/L
07/27/2010,9,FEET,75.9,DEGREES F,12,MG/L
07/27/2010,12,FEET,75.7,DEGREES F,12,MG/L
07/27/2010,15,FEET,75.5,DEGREES F,12,MG/L
07/27/2010,20,FEET,75,DEGREES F,12,MG/L
07/27/2010,25,FEET,70,DEGREES F,12,MG/L
07/27/2010,30,FEET,63.6,DEGREES F,8,MG/L
07/27/2010,33,FEET,60.4,DEGREES F,3,MG/L
08/24/2010,3,FEET,74.3,DEGREES F,12,MG/L
08/24/2010,6,FEET,74.4,DEGREES F,12,MG/L
08/24/2010,9,FEET,74.4,DEGREES F,12,MG/L
08/24/2010,12,FEET,74.4,DEGREES F,12,MG/L
08/24/2010,15,FEET,73.7,DEGREES F,12,MG/L
08/24/2010,20,FEET,73,DEGREES F,12,MG/L
08/24/2010,25,FEET,72.6,DEGREES F,10,MG/L
08/24/2010,30,FEET,69.8,DEGREES F,4,MG/L
08/24/2010,33,FEET,66,DEGREES F,2,MG/L
06/20/2011,3,FEET,,,8.66,MG/L
06/20/2011,6,FEET,,,8.68,MG/L
06/20/2011,9,FEET,,,8.69,MG/L
06/20/2011,12,FEET,,,8.7,MG/L
06/20/2011,15,FEET,,,8.7,MG/L
06/20/2011,20,FEET,,,9.33,MG/L
06/20/2011,25,FEET,,,9.88,MG/L
06/20/2011,30,FEET,,,1.86,MG/L
06/20/2011,34,FEET,,,1.66,MG/L
07/19/2011,3,FEET,77.2,DEGREES F,9.26,MG/L
07/19/2011,6,FEET,76.4,DEGREES F,9.34,MG/L
07/19/2011,9,FEET,76.1,DEGREES F,9.36,MG/L
07/19/2011,12,FEET,75,DEGREES F,9.52,MG/L
07/19/2011,15,FEET,74.1,DEGREES F,9.47,MG/L
07/19/2011,20,FEET,69.6,DEGREES F,9.18,MG/L
07/19/2011,25,FEET,64.6,DEGREES F,9.14,MG/L
07/19/2011,30,FEET,59.2,DEGREES F,1.64,MG/L
07/19/2011,33,FEET,57.5,DEGREES F,.17,MG/L
08/30/2011,3,FEET,72.8,DEGREES F,9.36,MG/L
08/30/2011,6,FEET,72.9,DEGREES F,9.35,MG/L
08/30/2011,9,FEET,72.9,DEGREES F,9.34,MG/L
08/30/2011,12,FEET,72.9,DEGREES F,9.33,MG/L
08/30/2011,15,FEET,72.9,DEGREES F,9.29,MG/L
08/30/2011,20,FEET,72.9,DEGREES F,9.19,MG/L
08/30/2011,25,FEET,72.8,DEGREES F,9,MG/L
08/30/2011,30,FEET,68.2,DEGREES F,2.06,MG/L
08/30/2011,33,FEET,64.3,DEGREES F,.22,MG/L
05/15/2012,3,FEET,60.7,DEGREES F,10.36,MG/L
05/15/2012,6,FEET,60.7,DEGREES F,10.37,MG/L
05/15/2012,9,FEET,60.6,DEGREES F,10.38,MG/L
05/15/2012,12,FEET,60.5,DEGREES F,10.38,MG/L
05/15/2012,15,FEET,59.2,DEGREES F,10.6,MG/L
05/15/2012,20,FEET,56.3,DEGREES F,11.01,MG/L
05/15/2012,25,FEET,54.1,DEGREES F,8.26,MG/L
05/15/2012,30,FEET,53.3,DEGREES F,6.42,MG/L
05/15/2012,33,FEET,53.2,DEGREES F,4.34,MG/L
06/25/2012,3,FEET,71.3,DEGREES F,9.47,MG/L
06/25/2012,6,FEET,71.2,DEGREES F,9.45,MG/L
06/25/2012,9,FEET,71.2,DEGREES F,9.41,MG/L
06/25/2012,12,FEET,71.1,DEGREES F,9.37,MG/L
06/25/2012,15,FEET,71.1,DEGREES F,9.35,MG/L
06/25/2012,20,FEET,69.8,DEGREES F,9.56,MG/L
06/25/2012,25,FEET,65.6,DEGREES F,7.19,MG/L
06/25/2012,30,FEET,62.1,DEGREES F,.75,MG/L
06/25/2012,33,FEET,60.4,DEGREES F,.31,MG/L
07/23/2012,3,FEET,80.9,DEGREES F,8.77,MG/L
07/23/2012,6,FEET,80.5,DEGREES F,8.79,MG/L
07/23/2012,9,FEET,80.5,DEGREES F,8.8,MG/L
07/23/2012,12,FEET,79.6,DEGREES F,8.96,MG/L
07/23/2012,15,FEET,79.4,DEGREES F,8.98,MG/L
07/23/2012,20,FEET,78.2,DEGREES F,9.28,MG/L
07/23/2012,25,FEET,74.3,DEGREES F,9.11,MG/L
07/23/2012,30,FEET,68.9,DEGREES F,2.66,MG/L
07/23/2012,33,FEET,65.9,DEGREES F,1.35,MG/L
08/20/2012,3,FEET,71.6,DEGREES F,8.52,MG/L
08/20/2012,6,FEET,71.7,DEGREES F,8.52,MG/L
08/20/2012,9,FEET,71.6,DEGREES F,8.53,MG/L
08/20/2012,12,FEET,71.6,DEGREES F,8.47,MG/L
08/20/2012,15,FEET,71.6,DEGREES F,8.4,MG/L
08/20/2012,20,FEET,71.6,DEGREES F,8.34,MG/L
08/20/2012,25,FEET,71.5,DEGREES F,8.39,MG/L
08/20/2012,30,FEET,71.4,DEGREES F,8.38,MG/L
08/20/2012,33,FEET,71.1,DEGREES F,6.59,MG/L
09/29/2012,3,FEET,60.8,DEGREES F,10.48,MG/L
09/29/2012,6,FEET,60.3,DEGREES F,10.39,MG/L
09/29/2012,9,FEET,59.8,DEGREES F,10.17,MG/L
09/29/2012,12,FEET,59.7,DEGREES F,10.19,MG/L
09/29/2012,15,FEET,59.7,DEGREES F,10.16,MG/L
09/29/2012,20,FEET,59.6,DEGREES F,10.1,MG/L
09/29/2012,25,FEET,59.6,DEGREES F,9.98,MG/L
09/29/2012,30,FEET,59.5,DEGREES F,9.65,MG/L
09/29/2012,33,FEET,59.5,DEGREES F,9.55,MG/L
05/28/2013,3,FEET,58.1,DEGREES F,9.72,MG/L
05/28/2013,6,FEET,58.2,DEGREES F,9.7,MG/L
05/28/2013,9,FEET,58.2,DEGREES F,9.7,MG/L
05/28/2013,12,FEET,58.2,DEGREES F,9.74,MG/L
05/28/2013,15,FEET,58,DEGREES F,9.76,MG/L
05/28/2013,20,FEET,50.8,DEGREES F,11.63,MG/L
05/28/2013,25,FEET,48.7,DEGREES F,11.35,MG/L
05/28/2013,30,FEET,47.4,DEGREES F,9.71,MG/L
05/28/2013,33,FEET,46.9,DEGREES F,7.69,MG/L
06/24/2013,3,FEET,69.6,DEGREES F,8.86,MG/L
06/24/2013,6,FEET,69.3,DEGREES F,8.81,MG/L
06/24/2013,9,FEET,69.2,DEGREES F,8.82,MG/L
06/24/2013,12,FEET,68.7,DEGREES F,8.91,MG/L
06/24/2013,15,FEET,67.2,DEGREES F,8.99,MG/L
06/24/2013,20,FEET,60.7,DEGREES F,9.5,MG/L
06/24/2013,25,FEET,55.6,DEGREES F,6.96,MG/L
06/24/2013,30,FEET,53.4,DEGREES F,4.62,MG/L
06/24/2013,33,FEET,52.9,DEGREES F,2.08,MG/L
07/23/2013,3,FEET,73.4,DEGREES F,8.14,MG/L
07/23/2013,6,FEET,74.2,DEGREES F,8.04,MG/L
07/23/2013,9,FEET,74.5,DEGREES F,7.99,MG/L
07/23/2013,12,FEET,74.7,DEGREES F,7.96,MG/L
07/23/2013,15,FEET,74.8,DEGREES F,7.93,MG/L
07/23/2013,20,FEET,70.3,DEGREES F,9.41,MG/L
07/23/2013,25,FEET,63.5,DEGREES F,7.25,MG/L
07/23/2013,30,FEET,60.3,DEGREES F,1.16,MG/L
07/23/2013,33,FEET,58.3,DEGREES F,.13,MG/L
08/20/2013,3,FEET,71.4,DEGREES F,8.59,MG/L
08/20/2013,6,FEET,71.3,DEGREES F,8.61,MG/L
08/20/2013,9,FEET,71.2,DEGREES F,8.63,MG/L
08/20/2013,12,FEET,71.2,DEGREES F,8.65,MG/L
08/20/2013,15,FEET,71.1,DEGREES F,8.61,MG/L
08/20/2013,20,FEET,70.4,DEGREES F,8.49,MG/L
08/20/2013,25,FEET,69.2,DEGREES F,7.86,MG/L
08/20/2013,30,FEET,69.2,DEGREES F,7.86,MG/L
08/20/2013,33,FEET,62,DEGREES F,.2,MG/L
09/22/2013,3,FEET,65,DEGREES F,7.75,MG/L
09/22/2013,6,FEET,65.4,DEGREES F,7.7,MG/L
09/22/2013,9,FEET,65.6,DEGREES F,7.56,MG/L
09/22/2013,12,FEET,65.7,DEGREES F,7.53,MG/L
09/22/2013,15,FEET,65.7,DEGREES F,7.48,MG/L
09/22/2013,20,FEET,65.6,DEGREES F,7.5,MG/L
09/22/2013,25,FEET,65.5,DEGREES F,7.52,MG/L
09/22/2013,30,FEET,65.4,DEGREES F,7.52,MG/L
09/22/2013,33,FEET,65.3,DEGREES F,7.32,MG/L
06/23/2014,3,FEET,70.6,DEGREES F,8.95,MG/L
06/23/2014,6,FEET,70.1,DEGREES F,9.03,MG/L
06/23/2014,9,FEET,69.6,DEGREES F,9.15,MG/L
06/23/2014,12,FEET,68.8,DEGREES F,9.24,MG/L
06/23/2014,15,FEET,66.2,DEGREES F,9.97,MG/L
06/23/2014,20,FEET,56.7,DEGREES F,11.66,MG/L
06/23/2014,25,FEET,53.1,DEGREES F,8.2,MG/L
06/23/2014,30,FEET,49.2,DEGREES F,2.87,MG/L
06/23/2014,34,FEET,48.6,DEGREES F,.54,MG/L
07/21/2014,3,FEET,72.1,DEGREES F,8.73,MG/L
07/21/2014,6,FEET,71.7,DEGREES F,8.78,MG/L
07/21/2014,9,FEET,71.5,DEGREES F,8.6,MG/L
08/25/2014,3,FEET,72.4,DEGREES F,8.79,MG/L
08/25/2014,6,FEET,72.1,DEGREES F,8.84,MG/L
08/25/2014,9,FEET,72,DEGREES F,8.86,MG/L
08/25/2014,12,FEET,71.8,DEGREES F,8.86,MG/L
08/25/2014,15,FEET,71.7,DEGREES F,8.85,MG/L
08/25/2014,20,FEET,71.5,DEGREES F,8.87,MG/L
08/25/2014,25,FEET,66.8,DEGREES F,8.71,MG/L
08/25/2014,30,FEET,59.3,DEGREES F,1.63,MG/L
08/25/2014,34,FEET,56.3,DEGREES F,.16,MG/L
09/30/2014,3,FEET,61.8,DEGREES F,8.4,MG/L
09/30/2014,6,FEET,61.5,DEGREES F,8.29,MG/L
09/30/2014,9,FEET,61.6,DEGREES F,8.18,MG/L
09/30/2014,12,FEET,61.6,DEGREES F,8.1,MG/L
09/30/2014,15,FEET,61.7,DEGREES F,8.13,MG/L
09/30/2014,20,FEET,61.7,DEGREES F,8.21,MG/L
09/30/2014,25,FEET,61.8,DEGREES F,8.02,MG/L
09/30/2014,30,FEET,61.1,DEGREES F,1.55,MG/L
09/30/2014,34,FEET,61,DEGREES F,.37,MG/L
05/20/2015,3,FEET,57.2,DEGREES F,10.03,MG/L
05/20/2015,6,FEET,56.9,DEGREES F,10.03,MG/L
05/20/2015,9,FEET,56.7,DEGREES F,10.04,MG/L
05/20/2015,12,FEET,56.5,DEGREES F,10.03,MG/L
05/20/2015,15,FEET,56.4,DEGREES F,10.02,MG/L
05/20/2015,20,FEET,53.1,DEGREES F,10.87,MG/L
05/20/2015,25,FEET,50.2,DEGREES F,10.25,MG/L
05/20/2015,30,FEET,47.7,DEGREES F,5.83,MG/L
05/20/2015,34,FEET,46.6,DEGREES F,2.15,MG/L
06/23/2015,3,FEET,69.7,DEGREES F,9.65,MG/L
06/23/2015,6,FEET,69.4,DEGREES F,9.68,MG/L
06/23/2015,9,FEET,69.1,DEGREES F,9.7,MG/L
06/23/2015,12,FEET,68.9,DEGREES F,9.72,MG/L
06/23/2015,15,FEET,68.8,DEGREES F,9.72,MG/L
06/23/2015,20,FEET,63.8,DEGREES F,9.94,MG/L
06/23/2015,25,FEET,56.5,DEGREES F,8.64,MG/L
06/23/2015,30,FEET,52.2,DEGREES F,4.99,MG/L
06/23/2015,34,FEET,51.1,DEGREES F,1.29,MG/L
07/20/2015,3,FEET,74.8,DEGREES F,8.85,MG/L
07/20/2015,6,FEET,74.4,DEGREES F,8.79,MG/L
07/20/2015,9,FEET,74.5,DEGREES F,8.74,MG/L
07/20/2015,12,FEET,74.5,DEGREES F,8.74,MG/L
07/20/2015,15,FEET,74.4,DEGREES F,8.7,MG/L
07/20/2015,20,FEET,69.4,DEGREES F,11.51,MG/L
07/20/2015,25,FEET,61.4,DEGREES F,9.81,MG/L
07/20/2015,30,FEET,55.2,DEGREES F,2.01,MG/L
07/20/2015,34,FEET,53.2,DEGREES F,.18,MG/L
08/18/2015,3,FEET,73.3,DEGREES F,8.54,MG/L
09/21/2015,3,FEET,68.5,DEGREES F,7.97,MG/L
09/21/2015,6,FEET,68,DEGREES F,7.89,MG/L
09/21/2015,9,FEET,67.8,DEGREES F,7.97,MG/L
09/21/2015,12,FEET,67.7,DEGREES F,7.96,MG/L
09/21/2015,15,FEET,67.7,DEGREES F,7.96,MG/L
09/21/2015,20,FEET,67.6,DEGREES F,7.93,MG/L
09/21/2015,25,FEET,67.5,DEGREES F,7.9,MG/L
09/21/2015,30,FEET,63.4,DEGREES F,.4,MG/L
09/21/2015,34,FEET,59.5,DEGREES F,.15,MG/L
10/20/2015,3,FEET,55.7,DEGREES F,8.17,MG/L
10/20/2015,6,FEET,55.4,DEGREES F,8.14,MG/L
10/20/2015,9,FEET,55.2,DEGREES F,8.15,MG/L
10/20/2015,12,FEET,55,DEGREES F,8.13,MG/L
10/20/2015,15,FEET,54.9,DEGREES F,8.13,MG/L
10/20/2015,20,FEET,54.8,DEGREES F,8.1,MG/L
10/20/2015,25,FEET,54.7,DEGREES F,8.08,MG/L
10/20/2015,30,FEET,54.6,DEGREES F,8.04,MG/L
10/20/2015,34,FEET,54.6,DEGREES F,8.02,MG/L
06/14/2016,3,FEET,66.3,DEGREES F,8.37,MG/L
06/14/2016,6,FEET,67.3,DEGREES F,8.39,MG/L
06/14/2016,9,FEET,67.3,DEGREES F,8.38,MG/L
06/14/2016,12,FEET,67.3,DEGREES F,8.38,MG/L
06/14/2016,15,FEET,65.3,DEGREES F,8.92,MG/L
06/14/2016,20,FEET,59.3,DEGREES F,10.28,MG/L
06/14/2016,25,FEET,57.2,DEGREES F,9.96,MG/L
06/14/2016,30,FEET,55.2,DEGREES F,8.64,MG/L
06/14/2016,34,FEET,53.6,DEGREES F,2.29,MG/L
07/25/2016,3,FEET,77.2,DEGREES F,8.21,MG/L
07/25/2016,6,FEET,77.2,DEGREES F,8.19,MG/L
07/25/2016,9,FEET,77.1,DEGREES F,8.2,MG/L
07/25/2016,12,FEET,77,DEGREES F,8.21,MG/L
07/25/2016,15,FEET,76,DEGREES F,8.5,MG/L
07/25/2016,20,FEET,73.4,DEGREES F,8.72,MG/L
07/25/2016,25,FEET,65.7,DEGREES F,9.86,MG/L
07/25/2016,30,FEET,61.4,DEGREES F,6.9,MG/L
07/25/2016,34,FEET,58.8,DEGREES F,.28,MG/L
08/29/2016,3,FEET,73.1,DEGREES F,8.31,MG/L
08/29/2016,6,FEET,73,DEGREES F,8.21,MG/L
08/29/2016,9,FEET,72.9,DEGREES F,8.24,MG/L
08/29/2016,12,FEET,72.9,DEGREES F,8.24,MG/L
08/29/2016,15,FEET,72.7,DEGREES F,8.22,MG/L
08/29/2016,20,FEET,72.6,DEGREES F,8.19,MG/L
08/29/2016,25,FEET,72.2,DEGREES F,8.24,MG/L
08/29/2016,30,FEET,64.3,DEGREES F,3.94,MG/L
08/29/2016,34,FEET,60.5,DEGREES F,.51,MG/L
09/29/2016,3,FEET,63.7,DEGREES F,8.04,MG/L
09/29/2016,6,FEET,63.9,DEGREES F,7.95,MG/L
09/29/2016,9,FEET,63.8,DEGREES F,7.92,MG/L
09/29/2016,12,FEET,63.8,DEGREES F,7.9,MG/L
09/29/2016,15,FEET,63.8,DEGREES F,7.88,MG/L
09/29/2016,20,FEET,63.8,DEGREES F,7.83,MG/L
09/29/2016,25,FEET,63.8,DEGREES F,7.79,MG/L
09/29/2016,30,FEET,63.8,DEGREES F,7.74,MG/L
09/29/2016,34,FEET,63.7,DEGREES F,7.66,MG/L
06/27/2017,3,FEET,67.9,DEGREES F,8.7,MG/L
06/27/2017,6,FEET,67.4,DEGREES F,8.7,MG/L
06/27/2017,9,FEET,67.2,DEGREES F,8.69,MG/L
06/27/2017,12,FEET,66.8,DEGREES F,8.72,MG/L
06/27/2017,15,FEET,66.5,DEGREES F,8.79,MG/L
06/27/2017,20,FEET,57.6,DEGREES F,10.36,MG/L
06/27/2017,25,FEET,52.1,DEGREES F,7.51,MG/L
06/27/2017,30,FEET,49.8,DEGREES F,3.75,MG/L
06/27/2017,35,FEET,48.5,DEGREES F,.3,MG/L
07/25/2017,3,FEET,73.5,DEGREES F,8.41,MG/L
07/25/2017,6,FEET,74.2,DEGREES F,8.32,MG/L
07/25/2017,9,FEET,74.4,DEGREES F,8.28,MG/L
07/25/2017,12,FEET,74.6,DEGREES F,8.24,MG/L
07/25/2017,15,FEET,72.4,DEGREES F,9.32,MG/L
07/25/2017,20,FEET,61.2,DEGREES F,10.77,MG/L
07/25/2017,25,FEET,53.8,DEGREES F,7.86,MG/L
07/25/2017,30,FEET,50.9,DEGREES F,1.81,MG/L
07/25/2017,35,FEET,49.9,DEGREES F,.11,MG/L
08/29/2017,3,FEET,67.4,DEGREES F,8.74,MG/L
08/29/2017,6,FEET,67.8,DEGREES F,8.66,MG/L
08/29/2017,9,FEET,67.9,DEGREES F,8.63,MG/L
08/29/2017,12,FEET,68,DEGREES F,8.62,MG/L
08/29/2017,15,FEET,68,DEGREES F,8.57,MG/L
08/29/2017,20,FEET,67.5,DEGREES F,8.54,MG/L
08/29/2017,25,FEET,59,DEGREES F,6.97,MG/L
08/29/2017,30,FEET,52.6,DEGREES F,.88,MG/L
08/29/2017,35,FEET,50.8,DEGREES F,.14,MG/L
08/29/2017,36,FEET,50.1,DEGREES F,.07,MG/L
09/25/2017,3,FEET,70.1,DEGREES F,8.71,MG/L
09/25/2017,6,FEET,69.8,DEGREES F,8.71,MG/L
09/25/2017,9,FEET,69.7,DEGREES F,8.71,MG/L
09/25/2017,12,FEET,68.4,DEGREES F,8.73,MG/L
09/25/2017,15,FEET,67.3,DEGREES F,8.71,MG/L
09/25/2017,20,FEET,65.6,DEGREES F,8.51,MG/L
09/25/2017,25,FEET,60.1,DEGREES F,6.05,MG/L
09/25/2017,30,FEET,54.1,DEGREES F,.25,MG/L
09/25/2017,35,FEET,52.4,DEGREES F,.11,MG/L
09/25/2017,36,FEET,51.5,DEGREES F,.07,MG/L



Start Date,Fieldwork Comment
07/12/1979,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
08/17/1989,Little foamy patches of algae.    
09/02/1989,Calm- 1.2" of rain two days ago on 8/30/1989.    
09/15/1989,Light north wind- clear day.    
10/01/1989,Clear day- very windy.  Algae looking in water.  Water level is 3.5 ft. below high- very low.    
10/13/1989,Clear day- little wind- lake turned over.    
04/21/1990,Level down about 3.5 ft.  Water level: very low.    
05/03/1990,Calm- eagles fish frequently at mouth of bay.  Water level: very low.    
05/21/1990,Mostly cloudy- light wind- 2.9" rain 5/17.  Water level: very low.    
06/07/1990,Sunny- light wind- 1" rain 6/4. Water level: very low.    
06/25/1990,Light wind- very windy 6/23-24.  Water level: very low.    
07/09/1990,Sunny- light wind.  Water level: very low.    
07/24/1990,Sunny- calm- .8" rain 7/21.  Water level: very low.    
08/15/1990,Partly cloudy- light wind- pair of loons w/ 2 chicks watched.  Water level: very low.    
09/02/1990,Mostly sunny- light wind- very little boat traffic.  Water level: very low.    
